Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Departure_Date,Departure_Hour,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Delay_Minutes,Weather_Impact,date,Airport,temp,tmin,tmax,prcp,wspd,Route
P109,F910,305.67,Leisure,Economy,1,Mobile App,Window,104,0,American Airlines,ATL,DEN,2024-07-27 12:19:00,2024-07-27,12:19:00,157,Delayed,1073,1,0,2024-07-27,ATL,25.1,22.8,29.4,0.0,11.2,ATL-DEN
P110,F15,260.88,Emergency,Economy,1,Desk,Middle,50,0,American Airlines,DEN,ORD,2023-10-27 12:24:00,2023-10-27,12:24:00,202,On-time,1303,15,0,2023-10-27,DEN,1.3,-4.3,10.0,0.0,21.2,DEN-ORD
P111,F249,311.31,Family,Economy,1,Mobile App,Aisle,60,1,United,DEN,DFW,2023-09-09 23:52:00,2023-09-09,23:52:00,131,On-time,1592,1,0,2023-09-09,DEN,23.8,13.9,31.1,0.0,14.8,DEN-DFW
P112,F967,342.85,Business,Premium Economy,3,Airport Kiosk,Middle,21,0,United,SFO,JFK,2024-10-12 21:37:00,2024-10-12,21:37:00,105,On-time,1518,10,1,2024-10-12,SFO,16.6,13.3,22.2,0.0,9.7,SFO-JFK
P113,F894,506.77,Family,Business,5,Airport Kiosk,Aisle,79,0,Southwest,SFO,ATL,2024-03-08 01:25:00,2024-03-08,01:25:00,242,On-time,950,3,0,2024-03-08,SFO,11.7,6.7,18.3,0.0,11.5,SFO-ATL
P114,F1596,329.48,Emergency,Economy,2,Desk,Middle,8,0,Delta,ATL,DEN,2025-03-14 14:00:00,2025-03-14,14:00:00,133,Cancelled,925,7,0,2025-03-14,ATL,17.9,12.8,23.9,0.0,12.2,ATL-DEN
P115,F1029,249.95,Business,Premium Economy,0,Online,Aisle,55,0,JetBlue,SEA,SEA,2024-04-26 02:25:00,2024-04-26,02:25:00,261,On-time,1094,6,0,2024-04-26,SEA,10.9,9.4,16.1,2.0,11.5,SEA-SEA
P116,F590,455.03,Business,Business,0,Airport Kiosk,Middle,66,0,JetBlue,JFK,SFO,2024-07-07 02:14:00,2024-07-07,02:14:00,146,On-time,1255,5,0,2024-07-07,JFK,26.4,22.8,30.6,0.0,9.4,JFK-SFO
P117,F1014,300.33,Emergency,Economy,1,Desk,Aisle,58,1,American Airlines,LAX,DFW,2023-05-26 10:35:00,2023-05-26,10:35:00,156,On-time,1107,3,0,2023-05-26,LAX,16.5,14.4,20.0,0.0,19.4,LAX-DFW
P118,F472,363.47,Leisure,Economy,2,Airport Kiosk,Window,24,1,Delta,SFO,ATL,2023-11-16 03:31:00,2023-11-16,03:31:00,145,Delayed,979,0,0,2023-11-16,SFO,16.6,14.4,20.6,5.1,5.8,SFO-ATL
P119,F1697,151.12,Leisure,Economy,1,Desk,Window,17,0,American Airlines,JFK,SEA,2023-12-07 12:28:00,2023-12-07,12:28:00,204,Delayed,985,9,0,2023-12-07,JFK,1.6,-0.5,3.9,0.0,19.1,JFK-SEA
P120,F1043,344.5,Family,Economy,1,Mobile App,Aisle,27,0,United,SEA,LAX,2023-12-28 10:40:00,2023-12-28,10:40:00,155,On-time,832,2,1,2023-12-28,SEA,9.7,7.2,13.3,1.5,16.9,SEA-LAX
P121,F1965,384.83,Emergency,Economy,0,Mobile App,Aisle,67,0,American Airlines,DFW,LAX,2024-11-26 21:32:00,2024-11-26,21:32:00,237,On-time,1775,6,1,2024-11-26,DFW,9.3,3.3,15.6,0.0,11.0,DFW-LAX
P122,F1475,128.22,Leisure,Premium Economy,3,Mobile App,Window,101,0,United,ATL,ORD,2024-04-29 05:54:00,2024-04-29,05:54:00,140,On-time,1306,6,0,2024-04-29,ATL,20.4,15.0,26.1,0.0,11.5,ATL-ORD
P123,F1349,260.06,Family,Premium Economy,1,Desk,Aisle,9,0,United,SEA,ORD,2023-07-31 01:34:00,2023-07-31,01:34:00,117,On-time,1450,3,0,2023-07-31,SEA,19.5,13.9,25.6,0.0,13.3,SEA-ORD
P124,F539,546.65,Family,Economy,1,Online,Aisle,43,0,American Airlines,DFW,DEN,2024-10-27 11:28:00,2024-10-27,11:28:00,252,On-time,1480,1,0,2024-10-27,DFW,23.4,17.8,28.9,0.0,10.6,DFW-DEN
P125,F1332,333.91,Leisure,Economy,1,Online,Aisle,98,0,Southwest,LAX,SEA,2023-12-05 10:17:00,2023-12-05,10:17:00,208,Cancelled,1130,12,0,2023-12-05,LAX,18.3,12.2,28.3,0.0,8.6,LAX-SEA
P126,F940,177.53,Family,Economy,2,Mobile App,Window,99,0,American Airlines,JFK,SEA,2024-06-22 04:31:00,2024-06-22,04:31:00,264,Delayed,1103,5,0,2024-06-22,JFK,25.7,22.2,30.6,1.0,10.8,JFK-SEA
P127,F913,402.89,Leisure,Economy,3,Online,Middle,117,0,United,ATL,ATL,2025-04-11 17:28:00,2025-04-11,17:28:00,94,On-time,1395,22,0,2025-04-11,ATL,14.8,10.0,20.0,0.3,19.1,ATL-ATL
P128,F1539,428.48,Emergency,Business,3,Mobile App,Middle,7,0,American Airlines,SEA,ORD,2024-02-16 15:15:00,2024-02-16,15:15:00,200,On-time,1294,7,0,2024-02-16,SEA,5.1,1.1,10.0,0.0,16.9,SEA-ORD
P129,F1437,316.42,Emergency,Economy,0,Online,Aisle,39,0,JetBlue,SFO,ORD,2023-07-19 21:38:00,2023-07-19,21:38:00,164,On-time,1125,0,0,2023-07-19,SFO,16.2,13.9,21.1,0.0,19.1,SFO-ORD
P130,F345,473.92,Emergency,Business,3,Online,Aisle,86,0,JetBlue,SFO,LAX,2024-04-03 23:05:00,2024-04-03,23:05:00,189,On-time,837,11,0,2024-04-03,SFO,12.8,10.6,15.0,0.0,22.0,SFO-LAX
P131,F349,532.86,Business,Economy,1,Mobile App,Window,104,0,JetBlue,LAX,LAX,2023-05-11 17:08:00,2023-05-11,17:08:00,191,On-time,1288,6,1,2023-05-11,LAX,15.5,12.2,18.9,0.0,13.3,LAX-LAX
P132,F747,382.4,Family,Economy,1,Desk,Window,2,0,United,JFK,SFO,2023-07-08 15:21:00,2023-07-08,15:21:00,255,On-time,1044,1,0,2023-07-08,JFK,25.3,22.8,28.9,0.0,10.8,JFK-SFO
P133,F1572,294.25,Leisure,Premium Economy,2,Mobile App,Aisle,78,0,American Airlines,LAX,SFO,2024-12-26 00:15:00,2024-12-26,00:15:00,132,On-time,935,13,0,2024-12-26,LAX,13.4,7.8,18.3,0.0,7.6,LAX-SFO
P134,F33,374.44,Family,Economy,2,Airport Kiosk,Aisle,7,0,Delta,ORD,SFO,2024-07-19 18:07:00,2024-07-19,18:07:00,168,On-time,1251,8,1,2024-07-19,ORD,20.8,15.6,26.7,0.0,10.1,ORD-SFO
P135,F1202,245.25,Family,Economy,2,Online,Aisle,104,0,JetBlue,DFW,ORD,2024-01-28 10:20:00,2024-01-28,10:20:00,143,On-time,1496,27,0,2024-01-28,DFW,8.5,1.1,17.2,0.0,9.7,DFW-ORD
P136,F1104,330.76,Leisure,Premium Economy,0,Mobile App,Middle,23,0,American Airlines,SFO,ORD,2025-03-24 07:35:00,2025-03-24,07:35:00,209,Delayed,1142,5,1,2025-03-24,SFO,13.9,10.0,24.4,0.0,4.3,SFO-ORD
P137,F1672,476.48,Leisure,Economy,2,Desk,Window,100,0,Southwest,DEN,SFO,2025-04-11 15:06:00,2025-04-11,15:06:00,188,On-time,1352,12,0,2025-04-11,DEN,14.4,5.0,26.7,0.0,16.6,DEN-SFO
P138,F36,339.92,Leisure,Economy,0,Desk,Window,119,0,United,DFW,DFW,2024-12-01 06:57:00,2024-12-01,06:57:00,193,On-time,1434,4,0,2024-12-01,DFW,9.5,2.8,17.8,0.0,7.2,DFW-DFW
P139,F101,285.5,Emergency,Business,1,Airport Kiosk,Window,118,0,JetBlue,ORD,DFW,2023-05-21 20:12:00,2023-05-21,20:12:00,152,On-time,1072,19,0,2023-05-21,ORD,19.3,12.2,27.2,0.0,9.7,ORD-DFW
P140,F1632,298.4,Business,Business,1,Desk,Window,22,0,Southwest,ATL,ATL,2023-12-09 20:31:00,2023-12-09,20:31:00,172,On-time,1369,37,0,2023-12-09,ATL,14.4,11.1,20.6,7.1,7.9,ATL-ATL
P141,F367,168.01,Leisure,Premium Economy,1,Online,Middle,53,1,Delta,DFW,SEA,2023-06-28 15:51:00,2023-06-28,15:51:00,252,On-time,615,3,0,2023-06-28,DFW,32.4,26.7,37.8,0.0,22.6,DFW-SEA
P142,F467,418.9,Leisure,Premium Economy,3,Mobile App,Window,107,0,Southwest,ATL,DEN,2024-05-12 00:28:00,2024-05-12,00:28:00,145,Delayed,1025,18,0,2024-05-12,ATL,20.3,15.0,27.2,0.0,9.4,ATL-DEN
P143,F1873,176.04,Leisure,Economy,3,Mobile App,Aisle,45,0,JetBlue,DFW,LAX,2024-11-04 05:44:00,2024-11-04,05:44:00,181,On-time,1249,6,0,2024-11-04,DFW,23.0,17.8,28.9,,22.5,DFW-LAX
P144,F1775,339.62,Leisure,Economy,1,Online,Aisle,58,0,United,ORD,ATL,2024-07-19 14:07:00,2024-07-19,14:07:00,204,On-time,1568,4,0,2024-07-19,ORD,20.8,15.6,26.7,0.0,10.1,ORD-ATL
P145,F1924,388.28,Family,Economy,0,Online,Aisle,78,0,JetBlue,LAX,ORD,2024-06-06 13:14:00,2024-06-06,13:14:00,319,On-time,1294,3,0,2024-06-06,LAX,17.4,14.4,19.4,0.0,11.2,LAX-ORD
P146,F1557,303.95,Emergency,Premium Economy,1,Airport Kiosk,Aisle,72,0,United,SEA,DFW,2023-10-03 09:15:00,2023-10-03,09:15:00,225,On-time,1136,13,1,2023-10-03,SEA,13.2,11.7,17.8,1.0,9.0,SEA-DFW
P147,F1675,203.9,Family,Economy,3,Mobile App,Middle,70,0,JetBlue,ATL,DFW,2023-11-12 11:19:00,2023-11-12,11:19:00,203,On-time,1780,7,1,2023-11-12,ATL,11.5,10.0,15.0,0.0,15.8,ATL-DFW
P148,F1414,272.76,Emergency,Business,1,Airport Kiosk,Aisle,27,0,Delta,DFW,JFK,2024-02-26 08:20:00,2024-02-26,08:20:00,181,Cancelled,725,19,0,2024-02-26,DFW,23.7,14.4,33.9,0.0,22.8,DFW-JFK
P149,F56,275.29,Business,Business,1,Online,Middle,90,0,American Airlines,ATL,ORD,2024-06-06 18:03:00,2024-06-06,18:03:00,172,On-time,1488,11,0,2024-06-06,ATL,24.8,21.1,29.4,2.5,13.0,ATL-ORD
P150,F437,296.31,Family,Economy,1,Mobile App,Middle,63,0,Southwest,LAX,DFW,2023-09-22 02:27:00,2023-09-22,02:27:00,283,On-time,1529,7,1,2023-09-22,LAX,18.6,16.1,22.2,0.0,10.8,LAX-DFW
P151,F782,441.05,Family,Economy,3,Mobile App,Aisle,103,0,American Airlines,DFW,LAX,2024-12-04 11:48:00,2024-12-04,11:48:00,178,On-time,1387,1,0,2024-12-04,DFW,11.2,10.0,12.2,,7.2,DFW-LAX
P152,F1880,575.18,Business,Economy,1,Mobile App,Middle,60,0,Southwest,JFK,SFO,2024-02-22 13:48:00,2024-02-22,13:48:00,197,On-time,1491,5,0,2024-02-22,JFK,2.6,0.6,5.0,1.3,13.7,JFK-SFO
P153,F1236,286.41,Emergency,Economy,1,Desk,Middle,68,0,American Airlines,ATL,SEA,2024-07-05 00:20:00,2024-07-05,00:20:00,160,On-time,1302,3,0,2024-07-05,ATL,28.9,24.4,34.4,36.3,7.2,ATL-SEA
P154,F1015,317.33,Business,Premium Economy,1,Desk,Aisle,56,0,American Airlines,LAX,SFO,2024-06-13 07:10:00,2024-06-13,07:10:00,132,On-time,968,13,0,2024-06-13,LAX,17.0,15.0,20.6,0.0,15.8,LAX-SFO
P155,F1695,449.3,Leisure,Economy,2,Airport Kiosk,Aisle,104,0,Southwest,ATL,ORD,2024-04-20 21:25:00,2024-04-20,21:25:00,205,On-time,1029,0,0,2024-04-20,ATL,22.6,13.9,26.1,12.7,15.8,ATL-ORD
P156,F1166,291.85,Leisure,Economy,1,Mobile App,Window,70,0,American Airlines,ORD,JFK,2025-03-17 12:41:00,2025-03-17,12:41:00,223,Delayed,1326,12,0,2025-03-17,ORD,2.6,-3.2,11.7,0.0,20.5,ORD-JFK
P157,F1027,361.79,Leisure,Business,2,Airport Kiosk,Aisle,112,0,American Airlines,ORD,LAX,2025-04-15 21:43:00,2025-04-15,21:43:00,169,On-time,777,4,0,2025-04-15,ORD,9.6,3.3,13.3,0.0,23.0,ORD-LAX
P158,F43,377.84,Emergency,Premium Economy,1,Online,Aisle,54,0,United,LAX,DFW,2024-05-15 08:06:00,2024-05-15,08:06:00,167,On-time,1222,1,0,2024-05-15,LAX,15.3,14.4,18.3,0.0,11.9,LAX-DFW
P159,F1017,491.89,Family,Economy,0,Airport Kiosk,Aisle,35,0,American Airlines,SFO,LAX,2024-05-30 14:31:00,2024-05-30,14:31:00,127,On-time,1027,16,0,2024-05-30,SFO,16.9,11.7,24.4,0.0,19.1,SFO-LAX
P160,F1990,535.81,Emergency,Premium Economy,2,Online,Aisle,34,0,American Airlines,DEN,DFW,2023-09-21 09:17:00,2023-09-21,09:17:00,224,Delayed,1126,5,0,2023-09-21,DEN,18.7,10.0,27.2,0.0,13.0,DEN-DFW
P161,F1336,342.95,Emergency,Economy,1,Desk,Middle,89,0,Southwest,ORD,DEN,2024-09-04 11:42:00,2024-09-04,11:42:00,442,On-time,1470,17,0,2024-09-04,ORD,21.1,14.4,28.9,0.0,8.6,ORD-DEN
P162,F1555,476.42,Family,Economy,3,Mobile App,Window,80,0,Delta,SEA,JFK,2025-01-31 00:06:00,2025-01-31,00:06:00,38,On-time,907,14,0,2025-01-31,SEA,6.2,3.9,10.0,18.0,18.7,SEA-JFK
P163,F807,542.25,Business,Economy,0,Mobile App,Middle,42,0,JetBlue,ATL,LAX,2024-06-25 08:10:00,2024-06-25,08:10:00,291,On-time,1030,3,0,2024-06-25,ATL,29.8,22.2,36.7,0.0,6.5,ATL-LAX
P164,F1492,414.87,Leisure,Premium Economy,0,Desk,Middle,25,0,American Airlines,SEA,ORD,2024-05-01 05:49:00,2024-05-01,05:49:00,228,On-time,812,1,0,2024-05-01,SEA,9.1,4.4,14.4,0.0,11.2,SEA-ORD
P165,F711,376.6,Business,Premium Economy,2,Airport Kiosk,Aisle,77,0,Delta,SFO,DEN,2023-09-17 21:47:00,2023-09-17,21:47:00,154,On-time,1562,0,1,2023-09-17,SFO,19.3,16.1,23.9,0.0,13.7,SFO-DEN
P166,F506,172.37,Leisure,Economy,2,Airport Kiosk,Middle,100,0,American Airlines,LAX,DFW,2023-10-28 03:30:00,2023-10-28,03:30:00,266,Delayed,1076,3,0,2023-10-28,LAX,16.9,12.2,22.2,0.0,10.4,LAX-DFW
P167,F295,204.79,Emergency,Premium Economy,1,Airport Kiosk,Middle,31,0,Delta,DFW,SFO,2023-11-15 04:47:00,2023-11-15,04:47:00,192,Delayed,897,2,0,2023-11-15,DFW,16.0,10.6,22.8,0.0,4.2,DFW-SFO
P168,F1817,456.89,Business,Economy,2,Airport Kiosk,Middle,41,0,Southwest,ATL,LAX,2023-08-06 20:00:00,2023-08-06,20:00:00,146,On-time,1142,2,0,2023-08-06,ATL,28.3,21.7,35.6,27.2,10.1,ATL-LAX
P169,F689,318.63,Leisure,Economy,1,Mobile App,Window,2,0,United,SEA,SEA,2024-03-11 03:28:00,2024-03-11,03:28:00,252,On-time,1434,1,0,2024-03-11,SEA,7.2,5.0,9.4,5.1,16.9,SEA-SEA
P170,F107,426.62,Leisure,Economy,1,Airport Kiosk,Aisle,17,0,American Airlines,LAX,SEA,2023-11-01 18:48:00,2023-11-01,18:48:00,170,On-time,1597,5,1,2023-11-01,LAX,21.6,15.0,30.0,0.0,11.9,LAX-SEA
P171,F1311,281.07,Emergency,Economy,0,Airport Kiosk,Aisle,100,0,Southwest,LAX,JFK,2024-06-06 11:05:00,2024-06-06,11:05:00,201,On-time,734,8,0,2024-06-06,LAX,17.4,14.4,19.4,0.0,11.2,LAX-JFK
P172,F596,148.59,Family,Economy,2,Desk,Middle,41,0,Southwest,ORD,ORD,2023-05-04 10:04:00,2023-05-04,10:04:00,208,On-time,754,10,0,2023-05-04,ORD,12.6,5.6,22.2,0.0,12.2,ORD-ORD
P173,F633,423.02,Emergency,Premium Economy,2,Desk,Middle,93,0,American Airlines,DEN,ORD,2023-10-25 12:58:00,2023-10-25,12:58:00,171,Cancelled,1144,8,0,2023-10-25,DEN,11.4,3.9,20.6,0.0,11.5,DEN-ORD
P174,F1834,316.21,Leisure,Business,1,Mobile App,Aisle,72,0,American Airlines,SFO,ORD,2023-12-13 06:42:00,2023-12-13,06:42:00,211,Cancelled,1127,7,0,2023-12-13,SFO,12.3,8.3,17.2,0.0,4.7,SFO-ORD
P175,F741,594.87,Leisure,Economy,0,Mobile App,Window,119,0,American Airlines,SFO,DFW,2025-01-14 22:13:00,2025-01-14,22:13:00,124,Delayed,1497,2,0,2025-01-14,SFO,10.6,5.6,16.7,0.0,5.4,SFO-DFW
P176,F366,332.03,Family,Premium Economy,1,Airport Kiosk,Aisle,68,0,Southwest,LAX,LAX,2024-07-19 22:41:00,2024-07-19,22:41:00,270,Delayed,1538,4,0,2024-07-19,LAX,19.9,16.7,23.9,0.0,11.2,LAX-LAX
P177,F521,100.44,Emergency,Economy,2,Online,Aisle,1,0,Southwest,DFW,SEA,2024-09-21 17:44:00,2024-09-21,17:44:00,224,On-time,966,9,1,2024-09-21,DFW,30.5,25.0,35.0,0.0,16.9,DFW-SEA
P178,F282,227.81,Business,Premium Economy,1,Mobile App,Aisle,19,0,Southwest,JFK,ORD,2024-10-02 23:58:00,2024-10-02,23:58:00,169,Delayed,1395,20,0,2024-10-02,JFK,17.1,13.3,20.6,0.0,9.4,JFK-ORD
P179,F154,316.0,Leisure,Economy,3,Mobile App,Aisle,72,0,United,DEN,LAX,2023-07-08 17:03:00,2023-07-08,17:03:00,29,On-time,1013,6,1,2023-07-08,DEN,18.6,13.3,26.7,0.0,21.6,DEN-LAX
P180,F1047,428.84,Emergency,Premium Economy,4,Mobile App,Window,85,0,American Airlines,DEN,SFO,2024-07-14 14:59:00,2024-07-14,14:59:00,255,On-time,1494,27,0,2024-07-14,DEN,29.9,21.1,38.3,0.0,19.1,DEN-SFO
P181,F90,467.42,Emergency,Business,1,Mobile App,Middle,93,0,Delta,ORD,DEN,2024-11-22 00:14:00,2024-11-22,00:14:00,179,On-time,1351,6,0,2024-11-22,ORD,5.3,2.8,8.9,0.0,20.9,ORD-DEN
P182,F662,645.14,Leisure,Premium Economy,0,Airport Kiosk,Window,15,0,United,ORD,SFO,2023-08-28 22:01:00,2023-08-28,22:01:00,190,Delayed,1198,7,0,2023-08-28,ORD,21.2,15.0,27.8,0.0,7.6,ORD-SFO
P183,F943,391.74,Family,Premium Economy,0,Airport Kiosk,Middle,102,0,United,ATL,ATL,2023-04-26 02:26:00,2023-04-26,02:26:00,151,On-time,1629,1,0,2023-04-26,ATL,15.6,13.3,16.7,0.0,18.4,ATL-ATL
P184,F1311,380.6,Emergency,Economy,1,Online,Aisle,83,0,Southwest,LAX,JFK,2024-06-06 11:05:00,2024-06-06,11:05:00,201,On-time,734,8,0,2024-06-06,LAX,17.4,14.4,19.4,0.0,11.2,LAX-JFK
P185,F586,491.71,Business,Economy,1,Airport Kiosk,Aisle,48,0,Delta,LAX,SFO,2024-04-06 15:54:00,2024-04-06,15:54:00,171,Delayed,716,4,0,2024-04-06,LAX,11.4,6.1,16.7,0.0,13.0,LAX-SFO
P186,F1882,293.74,Family,Premium Economy,2,Desk,Aisle,68,0,American Airlines,ATL,ORD,2023-06-16 06:17:00,2023-06-16,06:17:00,201,On-time,1688,6,0,2023-06-16,ATL,25.2,21.7,31.1,0.0,14.4,ATL-ORD
P187,F1408,168.45,Business,Business,0,Airport Kiosk,Window,69,0,United,SEA,DEN,2024-06-07 09:49:00,2024-06-07,09:49:00,163,On-time,1063,5,0,2024-06-07,SEA,17.4,11.7,25.0,0.0,14.4,SEA-DEN
P188,F416,492.99,Emergency,Business,0,Online,Middle,100,0,American Airlines,SFO,JFK,2023-11-19 12:52:00,2023-11-19,12:52:00,177,Cancelled,1191,6,1,2023-11-19,SFO,14.6,10.6,17.2,0.0,16.9,SFO-JFK
P189,F1073,155.67,Emergency,Business,1,Online,Window,106,0,JetBlue,ATL,ORD,2024-11-04 00:51:00,2024-11-04,00:51:00,185,On-time,878,25,0,2024-11-04,ATL,16.2,15.0,17.2,0.0,19.4,ATL-ORD
P190,F1958,486.76,Leisure,Business,0,Desk,Middle,103,0,United,ORD,DFW,2023-05-09 07:14:00,2023-05-09,07:14:00,183,On-time,808,16,0,2023-05-09,ORD,13.9,7.8,21.1,0.0,10.1,ORD-DFW
P191,F1774,466.06,Family,Economy,1,Desk,Middle,104,0,Delta,DEN,LAX,2024-01-04 00:15:00,2024-01-04,00:15:00,181,Cancelled,1206,1,0,2024-01-04,DEN,-3.2,-6.0,0.6,0.0,9.7,DEN-LAX
P192,F420,573.85,Emergency,Business,1,Mobile App,Window,50,0,United,JFK,JFK,2024-06-13 01:35:00,2024-06-13,01:35:00,342,On-time,1227,15,0,2024-06-13,JFK,21.1,17.2,25.6,0.0,16.2,JFK-JFK
P193,F744,330.79,Emergency,Economy,0,Online,Aisle,34,0,Delta,LAX,JFK,2024-10-15 18:08:00,2024-10-15,18:08:00,116,On-time,2045,12,0,2024-10-15,LAX,18.4,17.2,21.7,0.0,9.0,LAX-JFK
P194,F284,183.48,Business,Economy,1,Mobile App,Window,80,0,Southwest,ORD,JFK,2023-08-25 17:27:00,2023-08-25,17:27:00,92,On-time,1537,2,0,2023-08-25,ORD,25.8,21.7,27.8,0.0,12.6,ORD-JFK
P195,F175,276.86,Leisure,Economy,0,Online,Window,28,0,JetBlue,JFK,ATL,2025-02-28 05:02:00,2025-02-28,05:02:00,61,On-time,1504,9,1,2025-02-28,JFK,9.6,5.6,12.8,0.0,23.0,JFK-ATL
P196,F1856,361.11,Leisure,Business,1,Airport Kiosk,Aisle,35,0,United,ATL,JFK,2023-09-21 23:49:00,2023-09-21,23:49:00,163,On-time,898,2,0,2023-09-21,ATL,23.1,18.9,28.3,0.0,14.4,ATL-JFK
P197,F228,350.91,Leisure,Economy,0,Desk,Middle,97,0,JetBlue,SFO,DFW,2024-03-10 08:11:00,2024-03-10,08:11:00,108,Delayed,1374,18,0,2024-03-10,SFO,11.8,8.3,16.7,1.5,12.6,SFO-DFW
P198,F1550,350.88,Leisure,Business,2,Mobile App,Window,99,0,Delta,DEN,JFK,2025-02-27 01:24:00,2025-02-27,01:24:00,254,On-time,1292,47,0,2025-02-27,DEN,4.8,-4.3,17.8,0.0,16.2,DEN-JFK
P199,F931,541.6,Emergency,Business,1,Airport Kiosk,Middle,32,1,Delta,ORD,LAX,2024-03-01 00:12:00,2024-03-01,00:12:00,115,On-time,1069,0,0,2024-03-01,ORD,4.1,-0.5,7.8,0.0,15.1,ORD-LAX
P200,F1658,347.27,Leisure,Economy,0,Mobile App,Aisle,115,0,JetBlue,DFW,ATL,2023-04-27 21:41:00,2023-04-27,21:41:00,150,On-time,750,56,0,2023-04-27,DFW,16.8,14.4,20.0,,17.4,DFW-ATL
P201,F551,368.93,Business,Business,1,Desk,Window,63,0,United,SEA,SFO,2024-03-05 21:33:00,2024-03-05,21:33:00,262,On-time,2087,17,1,2024-03-05,SEA,2.7,-0.5,7.2,0.0,11.5,SEA-SFO
P202,F1278,392.44,Family,Business,2,Airport Kiosk,Middle,97,0,Southwest,SFO,JFK,2024-04-21 00:34:00,2024-04-21,00:34:00,113,Delayed,893,6,0,2024-04-21,SFO,15.7,11.7,22.2,0.0,17.6,SFO-JFK
P203,F1650,306.74,Family,Economy,4,Desk,Aisle,71,0,United,JFK,SFO,2025-03-16 11:09:00,2025-03-16,11:09:00,241,On-time,659,5,0,2025-03-16,JFK,10.3,8.9,13.3,1.5,24.8,JFK-SFO
P204,F1884,329.57,Leisure,First,2,Desk,Window,25,0,American Airlines,ORD,ORD,2025-01-15 20:23:00,2025-01-15,20:23:00,160,On-time,992,11,0,2025-01-15,ORD,-11.7,-14.9,-7.1,0.0,15.5,ORD-ORD
P205,F620,340.63,Family,Economy,1,Mobile App,Middle,35,0,United,LAX,JFK,2024-12-09 23:40:00,2024-12-09,23:40:00,142,On-time,928,10,0,2024-12-09,LAX,13.9,11.7,16.7,0.0,9.4,LAX-JFK
P206,F1480,343.76,Emergency,Premium Economy,0,Airport Kiosk,Middle,32,0,JetBlue,DEN,ATL,2025-01-26 22:48:00,2025-01-26,22:48:00,74,On-time,1395,7,0,2025-01-26,DEN,-8.1,-12.1,-4.9,0.0,12.2,DEN-ATL
P207,F729,240.82,Family,Premium Economy,0,Airport Kiosk,Window,58,0,Southwest,ATL,DFW,2024-12-03 03:01:00,2024-12-03,03:01:00,162,On-time,1881,17,1,2024-12-03,ATL,3.3,-1.0,7.2,0.0,14.4,ATL-DFW
P208,F1765,501.18,Family,Business,1,Online,Window,106,0,American Airlines,ORD,ATL,2023-07-27 06:57:00,2023-07-27,06:57:00,155,On-time,1362,14,0,2023-07-27,ORD,28.2,22.2,33.3,0.0,6.1,ORD-ATL
P209,F1043,317.6,Emergency,Business,1,Desk,Middle,20,0,United,SEA,LAX,2023-12-28 10:40:00,2023-12-28,10:40:00,155,On-time,832,2,1,2023-12-28,SEA,9.7,7.2,13.3,1.5,16.9,SEA-LAX
P210,F89,277.69,Business,Premium Economy,1,Mobile App,Middle,64,0,Southwest,LAX,DFW,2025-01-19 16:04:00,2025-01-19,16:04:00,177,Delayed,571,15,1,2025-01-19,LAX,11.4,7.2,15.0,0.0,9.4,LAX-DFW
P211,F1140,271.56,Family,Economy,0,Online,Window,88,0,American Airlines,SEA,JFK,2024-07-08 06:03:00,2024-07-08,06:03:00,250,On-time,1537,31,0,2024-07-08,SEA,27.4,19.4,35.0,0.0,11.5,SEA-JFK
P212,F434,335.52,Emergency,First,0,Airport Kiosk,Middle,82,0,Southwest,SFO,JFK,2024-11-26 06:59:00,2024-11-26,06:59:00,140,On-time,892,8,1,2024-11-26,SFO,12.9,10.6,14.4,2.8,7.2,SFO-JFK
P213,F1773,321.58,Family,Economy,1,Airport Kiosk,Middle,30,0,United,ORD,ORD,2023-09-24 19:08:00,2023-09-24,19:08:00,168,On-time,1137,7,1,2023-09-24,ORD,20.3,15.0,26.1,0.0,12.6,ORD-ORD
P214,F1443,415.92,Family,Economy,0,Desk,Window,23,0,JetBlue,LAX,ATL,2024-02-14 20:17:00,2024-02-14,20:17:00,118,On-time,940,8,0,2024-02-14,LAX,13.2,10.0,16.1,0.0,10.8,LAX-ATL
P215,F1522,321.52,Business,Economy,2,Airport Kiosk,Aisle,82,0,JetBlue,ATL,LAX,2024-07-31 18:09:00,2024-07-31,18:09:00,59,On-time,1020,24,0,2024-07-31,ATL,26.0,22.8,33.9,0.5,10.8,ATL-LAX
P216,F923,368.32,Business,Economy,1,Desk,Aisle,95,0,JetBlue,SFO,LAX,2023-09-27 03:56:00,2023-09-27,03:56:00,118,On-time,1179,8,0,2023-09-27,SFO,19.2,16.1,24.4,0.0,24.1,SFO-LAX
P217,F1088,222.63,Business,Economy,1,Airport Kiosk,Window,5,0,United,ORD,LAX,2024-10-07 02:05:00,2024-10-07,02:05:00,101,On-time,1046,2,0,2024-10-07,ORD,14.5,8.9,20.0,0.0,10.8,ORD-LAX
