Passenger_ID,Age,Gender,Income_Level,Frequent_Flyer_Status
P996,61,Male,Low,Gold
P997,30,Female,High,
P998,58,Female,High,Gold
P999,27,Male,High,
P1000,25,Male,Medium,Platinum
P1001,39,Female,Medium,
P1002,79,Female,Low,
P1003,33,Female,High,
P1004,41,Male,Medium,
P1005,54,Female,Medium,
P1006,78,Female,Medium,
P1007,61,Female,High,
P1008,18,Male,Medium,Silver
P1009,35,Male,Low,
P1010,65,Male,Medium,Silver
P1011,76,Female,Medium,
P1012,27,Female,Medium,
P1013,43,Female,Medium,Gold
P1014,52,Male,Medium,Silver
P1015,43,Female,Medium,
P1016,56,Male,High,Gold
P1017,21,Male,High,Silver
P1018,67,Male,Medium,
P1019,65,Male,High,Gold
P1020,35,Male,High,Silver
P1021,59,Male,Low,
P1022,31,Female,High,Silver
P1023,78,Male,Low,Silver
P1024,53,Female,Medium,
P1025,61,Male,Medium,Platinum
P1026,56,Female,Medium,
P1027,21,Male,High,
P1028,69,Male,Medium,Silver
P1029,41,Female,Low,
P1030,28,Female,High,
P1031,36,Male,Medium,
P1032,44,Male,Medium,
P1033,43,Male,Medium,
P1034,35,Male,Low,Silver
P1035,60,Female,Medium,Gold
P1036,51,Male,Medium,
P1037,40,Male,Low,
P1038,74,Male,High,Silver
P1039,68,Female,Low,Silver
P1040,43,Female,High,
P1041,27,Male,Medium,
P1042,64,Male,Medium,Silver
P1043,39,Female,Low,
P1044,42,Female,Medium,Silver
P1045,32,Female,Low,Platinum
P1046,36,Male,Low,Gold
P1047,27,Male,Medium,Gold
P1048,24,Female,Low,Silver
P1049,72,Female,Medium,
P1050,65,Male,Medium,Silver
P1051,35,Female,High,
P1052,56,Male,High,
P1053,53,Female,Low,Silver
P1054,42,Female,High,
P1055,60,Male,Low,Silver
P1056,75,Female,Low,Platinum
P1057,70,Female,Medium,Gold
P1058,53,Male,Medium,Silver
P1059,24,Female,Medium,Gold
P1060,65,Female,Medium,
P1061,66,Female,Medium,
P1062,79,Male,Medium,
P1063,56,Male,Medium,
P1064,40,Male,Low,
P1065,78,Female,Low,
P1066,36,Male,Medium,Gold
P1067,36,Female,Medium,Silver
P1068,65,Female,High,
P1069,57,Male,Medium,
P1070,62,Female,Medium,Platinum
P1071,71,Female,Medium,Silver
P1072,72,Female,Low,Silver
P1073,64,Female,Low,Platinum
P1074,25,Male,Low,Platinum
P1075,38,Male,Medium,Silver
P1076,25,Female,Low,Gold
P1077,62,Female,Medium,Silver
P1078,72,Male,Low,
P1079,74,Male,Medium,Silver
P1080,27,Female,Low,
P1081,47,Male,High,Platinum
P1082,44,Male,Medium,Silver
P1083,20,Female,Low,
P1084,50,Female,Medium,
P1085,35,Male,Low,Silver
P1086,39,Female,Medium,
P1087,35,Female,Medium,Gold
P1088,35,Female,Low,Gold
P1089,48,Female,Low,Silver
P1090,21,Female,Low,Silver
P1091,64,Female,Medium,Gold
P1092,56,Female,Low,
P1093,20,Male,High,
P1094,38,Female,Medium,
P1095,53,Male,High,Gold
P1096,46,Female,Low,Silver
P1097,35,Male,Low,
P1098,65,Female,Medium,
P1099,39,Female,High,
P1100,32,Female,Medium,Silver
P1101,48,Male,High,
P1102,33,Female,Medium,
P1103,58,Male,Low,Gold
P1104,55,Male,Low,Silver
P1105,38,Female,High,
P1106,52,Female,Low,Silver
P1107,65,Male,Low,
P1108,28,Female,Low,
P1109,52,Male,Medium,Platinum
P1110,65,Female,Medium,
P1111,78,Male,High,
P1112,78,Female,Medium,
P1113,37,Male,High,
P1114,56,Male,Low,Gold
P1115,50,Male,Medium,Silver
P1116,65,Female,Medium,Platinum
P1117,28,Male,Low,Platinum
P1118,55,Female,Low,
P1119,46,Female,High,Silver
P1120,63,Female,Medium,
P1121,75,Female,Medium,
P1122,57,Female,Medium,
P1123,42,Female,Medium,Gold
P1124,43,Male,Low,Platinum
P1125,72,Female,Low,Gold
P1126,57,Male,Low,Platinum
P1127,18,Male,High,
P1128,42,Male,Medium,
P1129,52,Male,Medium,
P1130,46,Female,Medium,Gold
P1131,49,Female,Medium,
P1132,19,Male,High,
P1133,31,Male,High,Gold
P1134,34,Female,Low,Silver
P1135,66,Female,Medium,
P1136,21,Male,Medium,
P1137,31,Female,Low,Gold
P1138,59,Female,High,Gold
P1139,50,Female,Medium,Silver
P1140,73,Female,Low,
P1141,40,Male,Low,
P1142,60,Male,High,Silver
P1143,26,Female,Medium,
P1144,51,Male,Low,Silver
P1145,28,Female,High,
P1146,27,Female,Low,Silver
P1147,78,Female,Low,Gold
P1148,28,Female,Medium,Platinum
P1149,29,Female,Medium,Silver
P1150,65,Male,Medium,Gold
P1151,32,Male,Low,
P1152,69,Female,Low,
P1153,63,Male,Low,
P1154,53,Male,Low,Silver
P1155,56,Female,Low,Platinum
P1156,57,Male,High,Platinum
P1157,19,Male,Medium,
P1158,68,Male,High,Gold
P1159,77,Female,Medium,Gold
P1160,67,Male,Medium,
P1161,68,Male,High,
P1162,29,Female,Medium,
P1163,22,Male,Medium,
P1164,43,Female,Medium,Silver
P1165,44,Male,Medium,Silver
P1166,62,Male,Low,Silver
P1167,22,Female,Medium,Gold
P1168,19,Male,Medium,
P1169,70,Female,Medium,
P1170,67,Female,High,Platinum
P1171,27,Female,Medium,
P1172,43,Female,Medium,
P1173,44,Female,Low,Platinum
P1174,66,Male,Low,Silver
P1175,36,Female,High,Gold
P1176,79,Female,Medium,Silver
P1177,52,Female,Low,Silver
P1178,26,Male,Medium,Gold
P1179,75,Male,Low,Gold
P1180,79,Male,Medium,
P1181,69,Female,Medium,
P1182,67,Female,High,
P1183,69,Male,Medium,Silver
P1184,22,Male,Low,Gold
P1185,22,Male,High,
P1186,50,Male,Low,
P1187,32,Female,Medium,
P1188,26,Male,Low,Silver
P1189,52,Female,Low,
P1190,47,Male,High,Platinum
P1191,70,Male,High,
P1192,70,Female,Low,Silver
P1193,78,Male,Low,
P1194,25,Female,Medium,Silver
P1195,53,Male,Low,
P1196,49,Female,Low,
P1197,22,Male,High,Gold
P1198,18,Female,Low,
P1199,38,Male,Low,Gold
P1200,39,Female,Low,Platinum
P1201,18,Male,Low,Silver
P1202,50,Male,Medium,
P1203,58,Female,Medium,Platinum
P1204,30,Male,Medium,Platinum
P1205,54,Female,High,
P1206,31,Male,Medium,Silver
P1207,18,Female,Medium,Platinum
P1208,34,Female,Medium,Silver
P1209,41,Female,Medium,
P1210,39,Female,Low,
P1211,22,Male,Medium,Silver
P1212,23,Female,Low,
P1213,30,Male,High,
P1214,25,Female,Low,
P1215,59,Male,Medium,
P1216,27,Female,Low,
P1217,48,Male,High,
P1218,32,Male,Medium,
P1219,28,Male,Medium,Silver
P1220,60,Male,High,Silver
P1221,50,Male,Medium,
P1222,77,Female,Medium,Silver
P1223,76,Female,Medium,
P1224,28,Male,High,
P1225,25,Female,High,
P1226,79,Female,Low,Platinum
P1227,74,Female,Low,Silver
P1228,45,Female,Low,
P1229,50,Male,High,
P1230,31,Female,High,
P1231,47,Male,Low,Platinum
P1232,71,Male,Medium,
P1233,78,Male,Medium,
P1234,64,Female,Medium,Gold
P1235,34,Female,Low,
P1236,35,Male,Medium,Silver
P1237,21,Male,Low,
P1238,74,Female,Medium,
P1239,50,Female,Medium,Gold
P1240,63,Male,Medium,
P1241,48,Female,Medium,
P1242,34,Female,High,
P1243,55,Male,Medium,Silver
P1244,34,Female,Low,
P1245,79,Female,Medium,
P1246,44,Male,Medium,
P1247,21,Male,High,Silver
P1248,70,Male,High,Gold
P1249,58,Male,Low,
P1250,30,Male,Medium,
P1251,71,Male,Medium,
P1252,22,Male,High,Platinum
P1253,28,Male,Low,
P1254,67,Male,Medium,Silver
P1255,30,Male,Low,
P1256,32,Female,Low,Silver
P1257,29,Male,Medium,Gold
P1258,67,Male,Medium,Gold
P1259,39,Female,Low,Silver
P1260,69,Male,Medium,Gold
P1261,34,Female,High,Silver
P1262,59,Male,High,
P1263,67,Male,Medium,
P1264,62,Male,Medium,Gold
P1265,54,Female,High,
P1266,59,Female,Medium,
P1267,73,Male,Low,
P1268,66,Female,Low,Platinum
P1269,42,Male,Medium,Platinum
P1270,71,Female,Medium,
P1271,55,Female,High,Silver
P1272,68,Female,Low,Silver
P1273,32,Female,Medium,
P1274,33,Female,High,Silver
P1275,28,Male,High,Gold
P1276,36,Male,Medium,
P1277,58,Male,Low,
P1278,61,Male,Medium,
P1279,63,Female,Medium,Silver
P1280,73,Male,High,Silver
P1281,27,Female,Medium,
P1282,27,Female,Medium,
P1283,54,Female,Low,Platinum
P1284,46,Male,Medium,Gold
P1285,18,Male,High,
P1286,66,Female,High,Silver
P1287,39,Male,Medium,Platinum
P1288,25,Male,High,Silver
P1289,31,Female,Low,
P1290,24,Female,Medium,Silver
P1291,44,Male,High,Gold
P1292,44,Female,Medium,Gold
P1293,43,Male,Low,
P1294,41,Male,Medium,Gold
P1295,27,Female,High,Silver
P1296,21,Female,High,Silver
P1297,72,Female,High,Silver
P1298,32,Female,Medium,
P1299,75,Female,Medium,
P1300,52,Female,Low,Silver
P1301,50,Female,Medium,Silver
P1302,35,Female,Low,Platinum
P1303,77,Female,Low,Silver
P1304,40,Female,High,
P1305,69,Male,Medium,Platinum
P1306,34,Female,Medium,
P1307,59,Female,Medium,
P1308,34,Male,Low,
P1309,69,Female,Medium,
P1310,30,Female,Medium,Silver
P1311,31,Female,Medium,Silver
P1312,21,Female,Low,Silver
P1313,26,Male,Medium,
P1314,79,Female,High,
P1315,54,Female,Low,Silver
P1316,31,Female,Low,Silver
P1317,51,Male,Low,
P1318,19,Male,Low,
P1319,44,Male,Low,Silver
P1320,34,Male,Low,
P1321,68,Male,Low,Platinum
P1322,20,Male,High,
P1323,19,Male,Medium,Platinum
P1324,31,Male,Medium,Gold
P1325,30,Male,Low,Silver
P1326,27,Female,High,
P1327,69,Female,Medium,Platinum
P1328,25,Female,High,Silver
P1329,21,Female,Low,Gold
P1330,64,Male,Medium,Gold
P1331,62,Male,High,Silver
P1332,51,Female,Low,Gold
P1333,73,Female,Medium,Silver
P1334,18,Male,Medium,
P1335,51,Male,Medium,
P1336,75,Male,Medium,
P1337,48,Female,High,Gold
P1338,34,Male,Low,Platinum
P1339,35,Male,Medium,
P1340,39,Male,Low,Silver
P1341,25,Male,Low,
P1342,44,Male,Low,Silver
P1343,74,Male,Medium,Gold
P1344,38,Female,Low,
P1345,62,Female,Low,Platinum
P1346,39,Male,Low,Silver
P1347,35,Female,Medium,
P1348,51,Male,Medium,
P1349,60,Male,Medium,
P1350,44,Male,Medium,Platinum
P1351,42,Female,Medium,Gold
P1352,19,Female,High,
P1353,73,Female,Medium,Silver
P1354,39,Male,Medium,Silver
P1355,23,Male,Low,Silver
P1356,62,Male,Medium,Platinum
P1357,52,Female,Low,
P1358,71,Male,Low,
P1359,45,Male,High,Gold
P1360,24,Female,Medium,Silver
P1361,48,Female,Medium,
P1362,26,Female,Medium,
P1363,54,Male,Low,Platinum
P1364,36,Female,Low,Silver
P1365,54,Male,Medium,Platinum
P1366,44,Male,Medium,Gold
P1367,30,Female,Low,Platinum
P1368,59,Female,Low,Platinum
P1369,54,Female,High,
P1370,49,Female,Low,Silver
P1371,76,Female,Medium,Platinum
P1372,41,Female,Medium,Silver
P1373,77,Male,Medium,Silver
P1374,23,Female,Medium,
P1375,61,Male,Medium,Platinum
P1376,38,Male,Medium,Silver
P1377,68,Male,Medium,Gold
P1378,78,Female,Medium,
P1379,25,Male,Low,
P1380,35,Male,High,Gold
P1381,50,Female,Low,Platinum
P1382,27,Male,Medium,Platinum
P1383,47,Female,Medium,Platinum
P1384,29,Male,Low,
P1385,24,Male,Low,Silver
P1386,68,Male,Low,
P1387,70,Female,High,
P1388,63,Male,Low,Silver
P1389,56,Female,Medium,Platinum
P1390,26,Female,Medium,
P1391,39,Female,Low,Silver
P1392,39,Female,Low,
P1393,53,Male,Medium,
P1394,21,Male,Medium,
P1395,61,Male,Medium,Platinum
P1396,30,Male,Medium,Gold
P1397,69,Female,Medium,
P1398,18,Female,High,
P1399,51,Female,Medium,Silver
P1400,55,Male,High,
P1401,37,Male,Medium,Silver
P1402,27,Male,Medium,
P1403,37,Male,Medium,
P1404,48,Male,High,Silver
P1405,36,Male,Low,
P1406,68,Female,Low,Gold
P1407,23,Male,High,Silver
P1408,21,Female,Low,Silver
P1409,41,Female,Medium,Platinum
P1410,43,Male,Low,Silver
P1411,72,Female,High,
P1412,75,Male,Medium,Silver
P1413,59,Female,Medium,
P1414,45,Male,Medium,
P1415,52,Male,Medium,Platinum
P1416,78,Female,Low,Silver
P1417,29,Male,Medium,Silver
P1418,40,Male,Low,Silver
P1419,41,Female,High,Silver
P1420,44,Male,Medium,Silver
P1421,62,Male,High,Silver
P1422,51,Female,High,Silver
P1423,25,Male,Medium,
P1424,55,Female,Medium,Platinum
P1425,78,Female,High,Gold
P1426,51,Male,Medium,
P1427,45,Male,Medium,Silver
P1428,58,Male,High,
P1429,62,Female,Medium,Gold
P1430,78,Female,Medium,Silver
P1431,52,Female,Medium,Silver
P1432,69,Male,Medium,
P1433,46,Male,Medium,Platinum
P1434,19,Male,Medium,Silver
P1435,39,Female,Medium,Silver
P1436,65,Female,Low,Gold
P1437,36,Female,High,
P1438,39,Male,Low,
P1439,59,Female,High,Gold
P1440,40,Female,Low,Gold
P1441,77,Male,High,Silver
P1442,78,Female,High,Silver
P1443,73,Female,Medium,Gold
P1444,65,Male,Medium,
P1445,31,Female,High,
P1446,53,Male,Medium,Silver
P1447,55,Male,Medium,Silver
P1448,27,Female,Low,Silver
P1449,48,Female,Medium,
P1450,55,Male,Low,Silver
P1451,54,Male,Medium,Gold
P1452,74,Male,Medium,
P1453,49,Female,Low,Silver
P1454,19,Female,Low,Silver
P1455,58,Female,Medium,
P1456,68,Male,Low,
P1457,76,Male,Medium,
P1458,19,Male,Medium,Gold
P1459,32,Female,Medium,
P1460,34,Male,Medium,
P1461,71,Female,High,Gold
P1462,38,Female,Medium,
P1463,19,Male,Medium,Silver
P1464,51,Female,Low,
P1465,64,Female,Low,Gold
P1466,55,Female,Low,Silver
P1467,60,Male,Medium,
P1468,68,Female,Medium,
P1469,76,Female,High,
P1470,66,Female,High,
P1471,68,Male,Medium,
P1472,35,Female,Medium,
P1473,28,Male,Medium,Gold
P1474,21,Female,Medium,Platinum
P1475,32,Male,Medium,
P1476,42,Male,High,Silver
P1477,67,Female,Medium,
P1478,18,Male,High,Silver
P1479,36,Male,Medium,Gold
P1480,63,Male,Medium,
P1481,78,Male,Low,
P1482,49,Female,Low,Gold
P1483,28,Male,High,Silver
P1484,41,Female,Medium,Silver
P1485,50,Male,Low,Platinum
P1486,24,Male,Medium,Silver
P1487,70,Female,High,Silver
P1488,76,Male,Medium,Platinum
P1489,58,Female,Medium,
P1490,58,Female,High,
P1491,48,Male,Medium,Gold
P1492,68,Male,Low,
P1493,70,Male,Low,Gold
P1494,62,Female,Medium,
P1495,57,Female,Medium,
P1496,38,Male,Low,
P1497,43,Female,Medium,Gold
P1498,42,Male,Medium,
P1499,18,Female,Medium,
P1500,75,Male,Medium,
P1501,76,Female,Medium,
P1502,26,Female,Medium,Platinum
P1503,73,Male,Medium,
P1504,49,Female,Medium,Silver
P1505,69,Female,Medium,
P1506,60,Male,High,
P1507,32,Male,High,
P1508,47,Female,Medium,Platinum
P1509,48,Female,High,Silver
P1510,57,Female,High,Platinum
P1511,73,Male,Medium,Silver
P1512,31,Male,Medium,Silver
P1513,42,Male,Medium,Silver
P1514,52,Male,Medium,
P1515,28,Male,High,
P1516,40,Female,Medium,Gold
P1517,61,Female,Medium,Gold
P1518,18,Male,Medium,
P1519,18,Female,Medium,
P1520,48,Male,Low,Silver
P1521,25,Female,Low,
P1522,23,Male,Medium,
P1523,57,Male,Medium,Silver
P1524,30,Female,Medium,
P1525,18,Male,Medium,
P1526,28,Female,High,Gold
P1527,23,Female,Medium,
P1528,53,Female,Low,Silver
P1529,61,Female,High,
P1530,49,Female,Medium,
P1531,38,Male,Low,
P1532,77,Male,Low,
P1533,52,Male,High,
P1534,39,Female,Low,
P1535,55,Female,High,Silver
P1536,78,Male,Low,
P1537,57,Female,Medium,
P1538,37,Female,Low,
P1539,30,Female,Low,Silver
P1540,54,Male,High,Silver
P1541,49,Male,Medium,
P1542,51,Female,Low,Gold
P1543,78,Male,Low,
P1544,36,Male,Medium,
P1545,49,Female,Medium,
P1546,21,Male,Medium,Silver
P1547,71,Male,Low,
P1548,72,Male,Low,
P1549,25,Male,Low,
P1550,67,Female,Low,Silver
P1551,79,Female,Low,Platinum
P1552,39,Male,High,
P1553,24,Female,Medium,Silver
P1554,67,Female,Medium,
P1555,31,Female,Low,
P1556,67,Male,Medium,Gold
P1557,73,Female,Medium,
P1558,74,Female,Medium,
P1559,53,Female,High,Platinum
P1560,34,Female,Medium,
P1561,19,Male,High,Gold
P1562,18,Female,Low,
P1563,55,Female,Low,Silver
P1564,63,Female,Medium,Platinum
P1565,45,Female,Low,
P1566,61,Male,Low,
P1567,74,Female,Medium,
P1568,73,Male,Low,Silver
P1569,55,Male,Low,
P1570,77,Male,Low,
P1571,77,Female,Medium,Silver
P1572,71,Male,High,Silver
P1573,77,Female,Medium,Silver
P1574,46,Female,Medium,
P1575,75,Female,High,
P1576,29,Male,Medium,Silver
P1577,54,Female,High,Silver
P1578,26,Male,High,Gold
P1579,20,Female,Medium,
P1580,39,Female,High,Platinum
P1581,59,Female,Medium,Silver
P1582,30,Female,Medium,
P1583,63,Female,High,
P1584,20,Male,Medium,Silver
P1585,58,Male,Medium,Gold
P1586,25,Male,Medium,Silver
P1587,66,Male,Low,
P1588,30,Male,Medium,Silver
P1589,41,Male,Medium,Gold
P1590,61,Male,Medium,
P1591,62,Female,Medium,Platinum
P1592,62,Female,High,Gold
P1593,48,Male,Low,Gold
P1594,67,Female,High,
P1595,79,Male,Medium,Gold
P1596,57,Male,High,
P1597,73,Female,Medium,
P1598,75,Male,Medium,Platinum
P1599,24,Female,Low,
P1600,36,Male,Low,
P1601,70,Male,Medium,Silver
P1602,60,Female,Low,Silver
P1603,18,Male,Low,
P1604,74,Male,Low,
P1605,69,Male,High,
P1606,45,Male,Medium,
P1607,59,Male,Medium,Silver
P1608,29,Male,Low,Silver
P1609,40,Male,Medium,Platinum
P1610,41,Female,Medium,Platinum
P1611,51,Male,Medium,
P1612,62,Male,Low,Platinum
P1613,34,Female,High,
P1614,22,Male,Medium,Gold
P1615,26,Female,High,Silver
P1616,68,Male,High,Platinum
P1617,45,Male,High,
P1618,20,Male,High,
P1619,27,Female,Medium,
P1620,45,Male,Low,Platinum
P1621,73,Male,Low,Silver
P1622,76,Male,Medium,Silver
P1623,37,Male,High,
P1624,41,Female,Medium,Gold
P1625,45,Male,High,Platinum
P1626,37,Female,Medium,
P1627,67,Female,Medium,
P1628,22,Female,Low,Platinum
P1629,26,Female,Low,Platinum
P1630,59,Female,Low,Gold
P1631,56,Female,High,Silver
P1632,47,Female,Low,Gold
P1633,18,Female,High,Silver
P1634,56,Male,Medium,
P1635,44,Female,Low,Platinum
P1636,26,Male,Low,Gold
P1637,23,Female,Low,Silver
P1638,30,Male,Low,
P1639,77,Female,Low,
P1640,65,Male,Medium,Platinum
P1641,61,Male,Medium,Gold
P1642,63,Male,Low,
P1643,39,Female,Medium,Silver
P1644,32,Male,Medium,Silver
P1645,33,Male,Medium,Silver
P1646,59,Male,Low,
P1647,38,Female,Medium,
P1648,45,Male,Medium,
P1649,42,Male,Medium,
P1650,72,Male,Medium,Silver
P1651,76,Female,Medium,
P1652,25,Female,High,
P1653,56,Female,Medium,Silver
P1654,34,Male,High,
P1655,51,Female,Medium,
P1656,75,Male,Medium,Silver
P1657,36,Female,Low,
P1658,18,Male,Medium,Silver
P1659,19,Female,Low,Platinum
P1660,39,Male,Medium,Silver
P1661,62,Female,Medium,Gold
P1662,73,Female,Low,
P1663,64,Female,Medium,Platinum
P1664,71,Female,Medium,Silver
P1665,22,Female,Low,
P1666,26,Male,Medium,
P1667,24,Male,High,Silver
P1668,66,Female,Medium,
P1669,55,Male,Medium,
P1670,24,Female,Medium,Gold
P1671,77,Female,Low,
P1672,39,Male,Low,Platinum
P1673,32,Female,Medium,Platinum
P1674,59,Female,Medium,
P1675,50,Female,Medium,Silver
P1676,65,Male,Medium,Silver
P1677,19,Female,High,Silver
P1678,45,Male,Low,
P1679,61,Female,Medium,
P1680,21,Male,Medium,
P1681,41,Male,Medium,
P1682,44,Male,Medium,
P1683,55,Female,Medium,
P1684,53,Male,Medium,Silver
P1685,40,Male,Low,
P1686,47,Male,Low,Silver
P1687,69,Male,Medium,Silver
P1688,43,Male,Medium,
P1689,71,Male,Low,
P1690,59,Female,Medium,
P1691,43,Female,Medium,
P1692,61,Male,Medium,Silver
P1693,25,Female,Medium,Gold
P1694,58,Male,Medium,
P1695,77,Male,Medium,Silver
P1696,51,Female,Medium,
P1697,41,Female,Low,Silver
P1698,30,Female,Medium,Silver
P1699,31,Female,Medium,
P1700,26,Female,Low,Gold
P1701,59,Male,High,
P1702,55,Male,High,
P1703,59,Male,Medium,
P1704,47,Male,High,
P1705,70,Female,High,Gold
P1706,23,Male,Low,
P1707,49,Male,Low,
P1708,53,Male,Medium,Gold
P1709,48,Male,Medium,Gold
P1710,18,Male,Low,
P1711,44,Male,High,Silver
P1712,69,Male,Low,Silver
P1713,21,Female,High,
P1714,43,Male,Medium,Platinum
P1715,62,Male,Medium,
P1716,42,Male,Low,Silver
P1717,41,Male,High,Silver
P1718,39,Male,Low,Silver
P1719,26,Male,Low,Silver
P1720,40,Male,Low,
P1721,20,Female,Low,
P1722,61,Male,Medium,Platinum
P1723,79,Female,Low,Silver
P1724,25,Female,Medium,Silver
P1725,77,Female,Medium,Silver
P1726,51,Female,Medium,Gold
P1727,71,Female,Low,
P1728,62,Female,Low,
P1729,59,Female,High,
P1730,67,Male,High,Silver
P1731,40,Female,Low,
P1732,50,Male,High,Gold
P1733,45,Female,Medium,
P1734,58,Male,Medium,
P1735,30,Female,Medium,Gold
P1736,57,Female,Medium,Gold
P1737,67,Female,High,
P1738,75,Male,Low,Gold
P1739,40,Female,Low,Silver
P1740,69,Male,Medium,
P1741,43,Male,Medium,
P1742,42,Male,Low,
P1743,34,Male,Low,
P1744,52,Female,Low,
P1745,40,Male,High,Platinum
P1746,22,Male,Low,Silver
P1747,51,Male,Medium,
P1748,62,Male,Medium,
P1749,67,Male,Medium,Platinum
P1750,58,Male,Medium,
P1751,75,Female,Low,Silver
P1752,34,Female,Medium,
P1753,33,Female,High,
P1754,26,Female,Medium,
P1755,25,Female,Medium,
P1756,79,Female,High,
P1757,44,Male,Medium,
P1758,79,Male,Medium,
P1759,30,Male,Medium,Gold
P1760,34,Male,Low,Silver
P1761,38,Male,Low,Silver
P1762,28,Female,Medium,Silver
P1763,49,Male,Medium,
P1764,54,Male,High,
P1765,69,Male,Medium,
P1766,73,Male,Medium,Silver
P1767,59,Male,Medium,Gold
P1768,79,Male,Low,
P1769,50,Female,Medium,Silver
P1770,30,Male,Medium,Platinum
P1771,28,Female,Low,Silver
P1772,29,Male,Medium,
P1773,79,Male,Low,Platinum
P1774,41,Male,High,Silver
P1775,60,Male,Medium,Gold
P1776,31,Female,Medium,Platinum
P1777,19,Male,Medium,Gold
P1778,45,Female,High,
P1779,76,Male,Medium,Silver
P1780,73,Male,High,Platinum
P1781,28,Female,High,Silver
P1782,65,Female,Medium,Gold
P1783,55,Male,Low,Platinum
P1784,20,Male,Medium,Gold
P1785,72,Male,Medium,Silver
P1786,35,Male,Low,
P1787,53,Male,High,
P1788,73,Female,Medium,Silver
P1789,37,Female,Medium,Silver
P1790,59,Female,High,Silver
