Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P158,F43,United,LAX,DFW,15/05/2024 8:06,167,On-time,1222,377.84,57,Male,Medium,Emergency,Premium Economy,1,None,Online,8.1,1,54,0,0,Aisle
P159,F1017,American Airlines,SFO,LAX,30/05/2024 14:31,127,On-time,1027,491.89,34,Male,Low,Family,Economy,0,Gold,Airport Kiosk,4.7,16,35,0,0,Aisle
P160,F1990,American Airlines,DEN,DFW,21/09/2023 9:17,224,Delayed,1126,535.81,51,Female,Medium,Emergency,Premium Economy,2,Platinum,Online,6.1,5,34,0,0,Aisle
P161,F1336,Southwest,ORD,DEN,04/09/2024 11:42,442,On-time,1470,342.95,55,Female,Medium,Emergency,Economy,1,Silver,Desk,10,17,89,0,0,Middle
P162,F1555,Delta,SEA,JFK,31/01/2025 0:06,38,On-time,907,476.42,21,Male,Low,Family,Economy,3,Platinum,Mobile App,6.7,14,80,0,0,Window
P163,F807,United,DEN,ORD,19/04/2025 8:23,219,On-time,1572,542.25,40,Male,Medium,Business,Economy,0,None,Mobile App,7.2,22,42,0,0,Middle
P164,F1492,American Airlines,SEA,ORD,01/05/2024 5:49,228,On-time,812,414.87,75,Male,Medium,Leisure,Premium Economy,0,None,Desk,5.1,1,25,0,0,Middle
P165,F711,Delta,SFO,DEN,17/09/2023 21:47,154,On-time,1562,376.6,52,Male,Low,Business,Premium Economy,2,Silver,Airport Kiosk,8.6,0,77,0,1,Aisle
P166,F506,American Airlines,LAX,DFW,28/10/2023 3:30,266,Delayed,1076,172.37,26,Male,Low,Leisure,Economy,2,None,Airport Kiosk,7.1,3,100,0,0,Middle
P167,F295,Delta,DFW,SFO,15/11/2023 4:47,192,Delayed,897,204.79,23,Male,Medium,Emergency,Premium Economy,1,None,Airport Kiosk,5.2,2,31,0,0,Middle
P168,F1817,Southwest,ATL,LAX,06/08/2023 20:00,146,On-time,1142,456.89,59,Female,Medium,Business,Economy,2,None,Airport Kiosk,7.5,2,41,0,0,Middle
P169,F689,United,SEA,SEA,11/03/2024 3:28,252,On-time,1434,318.63,72,Male,Medium,Leisure,Economy,1,Gold,Mobile App,7.7,1,2,0,0,Window
P170,F107,American Airlines,LAX,SEA,01/11/2023 18:48,170,On-time,1597,426.62,38,Male,Medium,Leisure,Economy,1,None,Airport Kiosk,5.9,5,17,0,1,Aisle
P171,F1311,Southwest,LAX,JFK,06/06/2024 11:05,201,On-time,734,281.07,30,Female,Low,Emergency,Economy,0,Gold,Airport Kiosk,5.6,8,100,0,0,Aisle
P172,F596,Southwest,ORD,ORD,04/05/2023 10:04,208,On-time,754,148.59,59,Male,Medium,Family,Economy,2,Gold,Desk,6.6,10,41,0,0,Middle
P173,F633,American Airlines,DEN,ORD,25/10/2023 12:58,171,Cancelled,1144,423.02,35,Female,Medium,Emergency,Premium Economy,2,None,Desk,8.1,8,93,0,0,Middle
P174,F1834,American Airlines,SFO,ORD,13/12/2023 6:42,211,Cancelled,1127,316.21,67,Male,Medium,Leisure,Business,1,None,Mobile App,5,7,72,0,0,Aisle
P175,F741,American Airlines,SFO,DFW,14/01/2025 22:13,124,Delayed,1497,594.87,78,Male,Medium,Leisure,Economy,0,None,Mobile App,6.5,2,119,0,0,Window
P176,F366,Southwest,LAX,LAX,19/07/2024 22:41,270,Delayed,1538,332.03,78,Male,High,Family,Premium Economy,1,Gold,Airport Kiosk,7.5,4,68,0,0,Aisle
P177,F521,Southwest,DFW,SEA,21/09/2024 17:44,224,On-time,966,100.44,74,Female,Medium,Emergency,Economy,2,Silver,Online,8.5,9,1,0,1,Aisle
P178,F282,Southwest,JFK,ORD,02/10/2024 23:58,169,Delayed,1395,227.81,42,Male,High,Business,Premium Economy,1,Silver,Mobile App,3.4,20,19,0,0,Aisle
P179,F154,United,DEN,LAX,08/07/2023 17:03,29,On-time,1013,316,76,Female,Low,Leisure,Economy,3,None,Mobile App,9.5,6,72,0,1,Aisle
P180,F1047,American Airlines,DEN,SFO,14/07/2024 14:59,255,On-time,1494,428.84,46,Female,Medium,Emergency,Premium Economy,4,None,Mobile App,6.8,27,85,0,0,Window
P181,F90,Delta,ORD,DEN,22/11/2024 0:14,179,On-time,1351,467.42,63,Male,Low,Emergency,Business,1,Silver,Mobile App,8.6,6,93,0,0,Middle
P182,F662,United,ORD,SFO,28/08/2023 22:01,190,Delayed,1198,645.14,47,Male,Medium,Leisure,Premium Economy,0,Silver,Airport Kiosk,7.9,7,15,0,0,Window
P183,F943,United,ATL,ATL,26/04/2023 2:26,151,On-time,1629,391.74,37,Male,Low,Family,Premium Economy,0,Gold,Airport Kiosk,4.5,1,102,0,0,Middle
P184,F1311,Delta,JFK,DFW,12/04/2025 11:46,34,Delayed,1682,380.6,60,Female,Low,Emergency,Economy,1,None,Online,9.1,14,83,0,0,Aisle
P185,F586,Delta,LAX,SFO,06/04/2024 15:54,171,Delayed,716,491.71,51,Male,High,Business,Economy,1,Silver,Airport Kiosk,9,4,48,0,0,Aisle
P186,F1882,American Airlines,ATL,ORD,16/06/2023 6:17,201,On-time,1688,293.74,33,Male,Medium,Family,Premium Economy,2,None,Desk,7.2,6,68,0,0,Aisle
P187,F1408,United,SEA,DEN,07/06/2024 9:49,163,On-time,1063,168.45,79,Male,Medium,Business,Business,0,Platinum,Airport Kiosk,7.8,5,69,0,0,Window
P188,F416,American Airlines,SFO,JFK,19/11/2023 12:52,177,Cancelled,1191,492.99,33,Male,High,Emergency,Business,0,None,Online,8,6,100,0,1,Middle
P189,F1073,JetBlue,ATL,ORD,04/11/2024 0:51,185,On-time,878,155.67,72,Female,Medium,Emergency,Business,1,None,Online,6.6,25,106,0,0,Window
P190,F1958,United,ORD,DFW,09/05/2023 7:14,183,On-time,808,486.76,33,Female,Medium,Leisure,Business,0,None,Desk,7,16,103,0,0,Middle
P191,F1774,Delta,DEN,LAX,04/01/2024 0:15,181,Cancelled,1206,466.06,34,Male,Low,Family,Economy,1,Silver,Desk,6.6,1,104,0,0,Middle
P192,F420,United,JFK,JFK,13/06/2024 1:35,342,On-time,1227,573.85,79,Male,Medium,Emergency,Business,1,Gold,Mobile App,8.6,15,50,0,0,Window
P193,F744,Delta,LAX,JFK,15/10/2024 18:08,116,On-time,2045,330.79,56,Male,Low,Emergency,Economy,0,Platinum,Online,4.2,12,34,0,0,Aisle
P194,F284,Southwest,ORD,JFK,25/08/2023 17:27,92,On-time,1537,183.48,76,Male,Medium,Business,Economy,1,None,Mobile App,6.3,2,80,0,0,Window
P195,F175,JetBlue,JFK,ATL,28/02/2025 5:02,61,On-time,1504,276.86,79,Female,Low,Leisure,Economy,0,None,Online,7.5,9,28,0,1,Window
P196,F1856,United,ATL,JFK,21/09/2023 23:49,163,On-time,898,361.11,45,Female,High,Leisure,Business,1,None,Airport Kiosk,7.4,2,35,0,0,Aisle
P197,F228,JetBlue,SFO,DFW,10/03/2024 8:11,108,Delayed,1374,350.91,74,Male,Medium,Leisure,Economy,0,Platinum,Desk,8.1,18,97,0,0,Middle
P198,F1550,Delta,DEN,JFK,27/02/2025 1:24,254,On-time,1292,350.88,48,Male,High,Leisure,Business,2,None,Mobile App,7,47,99,0,0,Window
P199,F931,Delta,ORD,LAX,01/03/2024 0:12,115,On-time,1069,541.6,79,Female,Medium,Emergency,Business,1,Silver,Airport Kiosk,6.6,0,32,1,0,Middle
P200,F1658,JetBlue,DFW,ATL,27/04/2023 21:41,150,On-time,750,347.27,19,Male,Medium,Leisure,Economy,0,None,Mobile App,6.3,56,115,0,0,Aisle
P201,F551,United,SEA,SFO,05/03/2024 21:33,262,On-time,2087,368.93,75,Male,High,Business,Business,1,Silver,Desk,6.7,17,63,0,1,Window
P202,F1278,Southwest,SFO,JFK,21/04/2024 0:34,113,Delayed,893,392.44,43,Male,High,Family,Business,2,Gold,Airport Kiosk,5.9,6,97,0,0,Middle
P203,F1650,United,JFK,SFO,16/03/2025 11:09,241,On-time,659,306.74,38,Male,High,Family,Economy,4,Platinum,Desk,6.4,5,71,0,0,Aisle
P204,F1884,American Airlines,ORD,ORD,15/01/2025 20:23,160,On-time,992,329.57,60,Male,Low,Leisure,First,2,None,Desk,8.2,11,25,0,0,Window
P205,F620,United,LAX,JFK,09/12/2024 23:40,142,On-time,928,340.63,65,Female,High,Family,Economy,1,Silver,Mobile App,6.4,10,35,0,0,Middle
P206,F1480,JetBlue,DEN,ATL,26/01/2025 22:48,74,On-time,1395,343.76,35,Female,Medium,Emergency,Premium Economy,0,None,Airport Kiosk,5.2,7,32,0,0,Middle
P207,F729,Southwest,ATL,DFW,03/12/2024 3:01,162,On-time,1881,240.82,49,Female,Medium,Family,Premium Economy,0,None,Airport Kiosk,7.1,17,58,0,1,Window
P208,F1765,American Airlines,ORD,ATL,27/07/2023 6:57,155,On-time,1362,501.18,69,Female,Low,Family,Business,1,None,Online,7.3,14,106,0,0,Window
P209,F1043,American Airlines,ORD,ORD,09/09/2023 8:51,76,On-time,2101,317.6,64,Female,Medium,Emergency,Business,1,None,Desk,8.7,3,20,0,0,Middle
P210,F89,Southwest,LAX,DFW,19/01/2025 16:04,177,Delayed,571,277.69,34,Male,Low,Business,Premium Economy,1,Silver,Mobile App,7.6,15,64,0,1,Middle
P211,F1140,American Airlines,SEA,JFK,08/07/2024 6:03,250,On-time,1537,271.56,33,Male,Medium,Family,Economy,0,None,Online,6.6,31,88,0,0,Window
P212,F434,Southwest,SFO,JFK,26/11/2024 6:59,140,On-time,892,335.52,73,Male,Low,Emergency,First,0,None,Airport Kiosk,7.6,8,82,0,1,Middle
P213,F1773,United,ORD,ORD,24/09/2023 19:08,168,On-time,1137,321.58,24,Female,High,Family,Economy,1,Platinum,Airport Kiosk,7.6,7,30,0,1,Middle
P214,F1443,JetBlue,LAX,ATL,14/02/2024 20:17,118,On-time,940,415.92,22,Female,Medium,Family,Economy,0,Silver,Desk,8.5,8,23,0,0,Window
P215,F1522,JetBlue,ATL,LAX,31/07/2024 18:09,59,On-time,1020,321.52,45,Male,Medium,Business,Economy,2,Platinum,Airport Kiosk,5.3,24,82,0,0,Aisle
P216,F923,JetBlue,SFO,LAX,27/09/2023 3:56,118,On-time,1179,368.32,24,Female,Medium,Business,Economy,1,None,Desk,6.2,8,95,0,0,Aisle
P217,F1088,United,ORD,LAX,07/10/2024 2:05,101,On-time,1046,222.63,43,Female,Low,Business,Economy,1,None,Airport Kiosk,7,2,5,0,0,Window
P218,F1848,United,SEA,DFW,25/11/2024 14:38,255,On-time,796,491.86,60,Female,Medium,Emergency,Business,2,None,Desk,7.4,8,93,0,0,Aisle
P219,F501,Delta,ATL,SFO,10/07/2024 14:10,296,On-time,1285,354.81,33,Male,Low,Family,Economy,4,None,Airport Kiosk,6.2,10,13,0,0,Middle
P220,F1823,Southwest,ATL,ATL,23/07/2024 9:59,182,On-time,866,447.99,19,Male,Medium,Family,First,1,None,Desk,9.1,4,19,0,0,Window
P221,F1175,United,JFK,SEA,30/05/2024 13:35,266,On-time,1115,410.42,54,Male,Medium,Emergency,Economy,1,None,Online,4.9,3,81,0,0,Aisle
P222,F96,United,DEN,LAX,17/04/2024 18:12,248,On-time,1192,361.7,25,Female,Low,Business,Economy,2,None,Airport Kiosk,6.8,9,6,0,0,Aisle
P223,F136,Southwest,DEN,JFK,26/04/2024 15:14,112,Cancelled,1024,216.76,43,Female,Low,Family,Economy,0,Silver,Mobile App,6.2,18,61,0,0,Middle
P224,F1947,United,ATL,LAX,09/05/2024 17:03,212,On-time,898,399.35,41,Female,High,Family,Economy,0,Silver,Desk,8.9,4,65,0,0,Middle
P225,F1186,United,DEN,ATL,02/11/2024 1:50,158,On-time,1534,364.89,52,Male,Medium,Family,Premium Economy,1,None,Desk,7.8,18,79,0,1,Window
P226,F1294,Delta,ORD,SEA,21/11/2024 3:44,107,Delayed,390,395.99,74,Male,Low,Leisure,Economy,0,None,Online,8.2,32,105,0,0,Window
P227,F545,JetBlue,JFK,LAX,08/03/2025 15:43,226,On-time,806,247.51,52,Female,Low,Leisure,Economy,0,None,Online,5.1,27,75,0,0,Window
P228,F1962,American Airlines,DFW,ATL,21/11/2023 20:57,108,On-time,1068,481.61,63,Female,Medium,Leisure,Economy,1,Gold,Airport Kiosk,8.4,7,34,0,1,Window
P229,F1795,Southwest,DFW,SEA,08/06/2023 10:55,179,On-time,1277,430.65,53,Male,Medium,Family,Premium Economy,0,Platinum,Online,6.2,7,31,0,0,Window
P230,F1872,JetBlue,JFK,DFW,24/08/2023 15:25,143,On-time,1505,478.22,35,Male,Medium,Business,Premium Economy,0,None,Desk,4.8,11,94,0,0,Aisle
P231,F564,Southwest,SEA,JFK,05/09/2023 22:11,190,On-time,1030,372.58,19,Male,Medium,Family,Business,1,None,Airport Kiosk,6.6,7,94,0,0,Middle
P232,F1238,Delta,DEN,ATL,03/06/2023 14:45,232,On-time,935,426.15,56,Female,Medium,Emergency,First,0,None,Airport Kiosk,7.2,1,41,0,1,Middle
P233,F594,JetBlue,DFW,JFK,11/10/2023 14:27,263,On-time,1374,509.27,21,Female,High,Business,Economy,0,Silver,Online,4.8,16,42,0,1,Aisle
P234,F255,Southwest,DEN,JFK,06/04/2025 17:42,37,On-time,1125,319.31,40,Female,Medium,Emergency,Economy,3,Gold,Online,7.1,5,102,0,1,Window
P235,F1260,Delta,JFK,SEA,25/08/2023 16:52,200,On-time,1377,530.7,60,Male,Medium,Leisure,Premium Economy,4,Silver,Mobile App,4.3,12,12,0,0,Middle
P236,F664,JetBlue,DEN,DFW,07/05/2023 15:54,183,Cancelled,1300,183.33,45,Female,Medium,Business,Economy,0,None,Desk,7.6,13,24,0,1,Window
P237,F455,JetBlue,DEN,LAX,19/03/2025 12:24,229,On-time,905,245.2,24,Male,Medium,Business,Economy,2,Platinum,Airport Kiosk,5.7,1,109,0,0,Aisle
P238,F1783,Delta,JFK,DFW,19/10/2023 0:49,138,On-time,962,226.61,65,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,7.6,0,106,0,0,Window
P239,F1032,JetBlue,DEN,ORD,16/02/2025 3:18,249,On-time,1383,466.01,50,Female,High,Family,Economy,2,None,Mobile App,8.2,7,117,0,0,Aisle
P240,F1573,American Airlines,ORD,ORD,18/05/2023 7:28,225,On-time,1138,397.05,41,Female,Medium,Leisure,Economy,1,None,Desk,7.7,12,32,0,0,Middle
P241,F1455,Delta,ORD,ORD,12/08/2024 3:59,158,On-time,1593,131.19,55,Male,Medium,Leisure,Economy,0,None,Desk,7.4,3,69,0,0,Middle
P242,F1310,Southwest,LAX,DFW,12/07/2024 11:55,224,On-time,1565,370.97,74,Female,Low,Leisure,Economy,0,Silver,Desk,6.4,13,30,0,1,Aisle
P243,F1236,Southwest,ORD,DFW,11/01/2025 11:30,235,On-time,589,129.25,25,Female,Medium,Business,Economy,1,None,Mobile App,8.5,0,56,0,1,Window
P244,F1437,Southwest,SEA,SEA,07/04/2024 4:03,255,On-time,657,480.35,56,Male,High,Business,Economy,0,None,Mobile App,7.9,12,71,0,0,Aisle
P245,F545,American Airlines,ATL,LAX,05/10/2023 11:45,245,On-time,1505,529.43,18,Female,Low,Emergency,Economy,3,Gold,Airport Kiosk,3.5,0,28,0,0,Middle
P246,F1159,Delta,DEN,LAX,15/05/2024 15:58,223,On-time,1496,202.34,30,Female,Medium,Emergency,Economy,1,Gold,Online,8.5,14,43,0,1,Middle
P247,F1529,Southwest,ORD,SEA,06/07/2024 17:01,168,On-time,1611,239.62,35,Male,Medium,Business,Premium Economy,1,None,Mobile App,7,15,48,0,1,Aisle
P248,F1585,JetBlue,JFK,LAX,17/09/2023 20:49,208,On-time,1496,346.45,64,Male,Low,Business,Economy,0,None,Desk,6,7,4,0,0,Window
P249,F686,American Airlines,DEN,JFK,09/07/2023 21:29,53,On-time,958,556.49,19,Female,Medium,Family,Economy,2,None,Desk,9.5,18,96,0,0,Window
P250,F1473,JetBlue,SEA,DFW,27/12/2023 14:08,162,Delayed,1417,381.31,73,Male,High,Leisure,Premium Economy,0,Gold,Airport Kiosk,7.6,1,100,0,0,Window
P251,F1505,American Airlines,SEA,SEA,26/08/2023 22:13,126,On-time,956,466.09,32,Male,Medium,Leisure,Business,0,None,Desk,6.2,7,19,0,0,Middle
P252,F1280,JetBlue,SEA,DEN,28/05/2023 2:26,40,On-time,1439,306.51,50,Male,Low,Emergency,Economy,1,Silver,Online,6.4,6,59,0,0,Aisle
P253,F590,JetBlue,LAX,DEN,16/12/2024 14:40,244,On-time,1203,415.68,21,Female,Low,Business,Economy,0,None,Airport Kiosk,5.1,6,109,1,0,Middle
P254,F1594,Delta,DEN,ATL,19/08/2024 1:13,139,On-time,1450,231.24,74,Female,Medium,Emergency,Premium Economy,0,None,Airport Kiosk,8,5,73,0,0,Middle
P255,F1817,American Airlines,ORD,ORD,11/08/2023 11:22,212,On-time,1173,294.32,75,Female,Low,Business,Economy,2,Gold,Online,6.3,1,88,0,0,Middle
P256,F1328,Delta,SFO,SEA,20/06/2024 1:26,99,Cancelled,1088,204.67,46,Male,Medium,Family,Business,0,None,Airport Kiosk,5.9,2,61,1,0,Window
P257,F1576,Delta,LAX,SFO,04/08/2023 12:59,174,On-time,1397,442.68,63,Male,Medium,Business,Economy,0,None,Mobile App,5.1,14,24,0,0,Middle
P258,F1523,Delta,LAX,ORD,02/02/2025 1:57,135,Delayed,368,308.44,67,Female,Medium,Emergency,Economy,1,Silver,Airport Kiosk,6.9,12,99,0,1,Window
P259,F1741,Southwest,DFW,ORD,17/01/2024 14:50,211,On-time,834,342.63,71,Male,Low,Family,Economy,0,Silver,Mobile App,8.7,2,100,0,0,Middle
P260,F1272,Southwest,LAX,LAX,22/07/2024 18:58,126,On-time,468,303.37,22,Female,Medium,Business,Premium Economy,1,Gold,Desk,3.4,5,2,0,0,Window
P261,F1310,Southwest,ATL,SEA,29/07/2023 8:51,134,Delayed,1583,433.22,57,Female,High,Business,Business,2,Silver,Mobile App,3.2,11,82,1,0,Window
P262,F934,Southwest,DEN,DFW,27/06/2024 23:25,173,On-time,1683,177.51,38,Male,Medium,Business,Economy,1,Silver,Desk,7.7,7,24,0,0,Aisle
P263,F532,Southwest,DFW,LAX,02/01/2025 23:31,146,On-time,1129,407.11,79,Male,High,Business,Economy,2,Silver,Mobile App,4.5,3,10,0,0,Aisle
P264,F1331,United,SEA,JFK,29/07/2024 10:43,149,On-time,1770,329.35,20,Female,Medium,Family,Economy,0,Gold,Desk,5.8,19,23,0,1,Aisle
P265,F147,Southwest,DEN,DFW,18/06/2023 10:00,238,On-time,907,346.56,38,Female,Medium,Family,Economy,1,Silver,Desk,5.2,15,83,0,0,Window
P266,F864,American Airlines,DEN,SFO,20/12/2024 13:36,185,On-time,1041,313.41,65,Male,Low,Emergency,Economy,0,None,Desk,6.7,1,3,0,0,Aisle
P267,F1835,Southwest,ORD,LAX,25/01/2025 13:48,159,On-time,1327,497.17,59,Female,High,Leisure,Economy,1,None,Mobile App,7.6,4,36,0,1,Window
P268,F580,JetBlue,DFW,ATL,05/11/2023 4:23,131,On-time,1367,430.89,42,Female,Medium,Leisure,Economy,1,Silver,Desk,5.4,6,6,0,0,Window
P269,F1823,American Airlines,JFK,LAX,07/06/2023 9:11,51,On-time,1481,509.08,42,Female,High,Business,Economy,0,Gold,Online,8.3,8,7,0,0,Window
P270,F325,JetBlue,DEN,SEA,19/09/2023 16:32,226,Cancelled,704,307.42,21,Male,Medium,Family,Premium Economy,0,None,Airport Kiosk,5.6,4,75,0,0,Aisle
P271,F1701,JetBlue,JFK,SEA,24/03/2025 9:44,143,Cancelled,1104,293.08,47,Male,Medium,Leisure,Economy,1,Silver,Mobile App,5,2,108,0,0,Aisle
P272,F1329,Southwest,LAX,JFK,14/11/2023 8:46,174,Delayed,585,579.91,41,Female,High,Emergency,Economy,0,Gold,Airport Kiosk,6.3,36,43,0,0,Window
P273,F1263,JetBlue,SEA,DEN,20/12/2024 21:39,270,On-time,1167,527.53,73,Female,Low,Business,Economy,1,None,Online,6.2,21,115,0,0,Window
P274,F1980,United,DEN,DEN,22/02/2025 20:21,142,On-time,1008,294.64,51,Male,Medium,Family,Premium Economy,1,None,Airport Kiosk,6.2,1,61,0,1,Aisle
P275,F1334,Delta,SEA,JFK,19/10/2024 10:01,121,On-time,1196,216,76,Female,High,Emergency,First,0,Platinum,Online,5.7,5,19,0,0,Window
P276,F669,Southwest,SFO,SFO,09/09/2023 22:37,167,On-time,1891,344.52,68,Female,Medium,Emergency,Premium Economy,0,Platinum,Online,7.6,2,2,0,0,Aisle
P277,F1407,United,SFO,ATL,23/06/2023 5:06,208,Delayed,701,362.04,29,Female,Low,Leisure,Business,0,Gold,Desk,7.4,8,79,0,0,Window
P278,F58,American Airlines,SEA,LAX,27/06/2024 23:09,155,On-time,1159,448.93,20,Female,Medium,Family,Economy,0,Silver,Mobile App,8.6,2,8,0,0,Middle
P279,F938,American Airlines,DEN,ORD,13/09/2023 15:21,97,On-time,1332,322.53,30,Female,High,Family,Economy,1,None,Desk,6,28,75,0,0,Window
P280,F899,United,ATL,DFW,04/09/2024 16:24,189,On-time,1694,595.33,30,Male,High,Family,Economy,0,Silver,Mobile App,7.3,10,46,0,0,Window
P281,F697,JetBlue,JFK,ATL,21/04/2025 17:55,259,Cancelled,1418,403.06,61,Male,Low,Emergency,Economy,1,Platinum,Desk,10,15,66,0,0,Window
P282,F945,United,DEN,DFW,14/07/2023 11:29,210,Delayed,721,366.78,32,Male,High,Family,Business,2,None,Mobile App,3.7,5,48,0,0,Middle
P283,F1201,United,JFK,JFK,02/03/2025 0:32,227,On-time,1356,304.33,27,Female,High,Business,Economy,1,None,Airport Kiosk,6.1,1,117,0,0,Middle
P284,F1956,Delta,SFO,LAX,08/11/2024 5:29,47,On-time,1308,439.19,47,Female,Medium,Business,Premium Economy,1,None,Mobile App,8.2,22,76,0,0,Aisle
P285,F1033,United,SEA,ATL,11/02/2025 2:31,206,On-time,1258,404.69,19,Female,Low,Emergency,Business,0,Silver,Mobile App,7.6,12,87,0,0,Middle
P286,F1063,JetBlue,DFW,DFW,03/08/2023 12:37,140,On-time,1400,311.14,31,Female,Medium,Leisure,Premium Economy,3,Gold,Airport Kiosk,10,10,99,0,0,Aisle
P287,F1532,United,ATL,DEN,25/09/2023 17:32,86,On-time,1397,337.34,52,Female,Medium,Emergency,Business,1,None,Online,7.3,10,106,0,0,Middle
P288,F982,JetBlue,DEN,DEN,23/12/2024 20:04,122,On-time,857,407.83,52,Female,Low,Leisure,First,1,None,Online,8.3,8,28,0,0,Window
P289,F1403,JetBlue,LAX,JFK,08/02/2025 12:59,89,Cancelled,1596,380.63,68,Male,Low,Leisure,Premium Economy,1,Silver,Mobile App,8,4,6,0,0,Window
P290,F704,Delta,DFW,ATL,26/07/2024 18:07,282,On-time,528,272.47,47,Female,Low,Family,Economy,1,Silver,Online,5,11,48,0,0,Middle
P291,F303,American Airlines,JFK,ATL,25/03/2025 18:56,147,On-time,1457,229.64,74,Female,Medium,Business,Economy,2,None,Mobile App,7.6,14,49,0,0,Window
P292,F1191,Delta,LAX,DEN,27/12/2024 3:18,164,On-time,1353,271.94,41,Male,Medium,Emergency,Economy,1,Silver,Online,6.8,4,114,0,0,Window
P293,F185,Delta,JFK,ATL,09/03/2025 9:56,165,On-time,954,400.08,71,Female,Medium,Business,Economy,2,None,Mobile App,9.7,7,73,0,0,Middle
P294,F1569,United,LAX,DEN,24/10/2024 20:23,143,On-time,934,416.95,29,Female,Medium,Family,Economy,2,Silver,Desk,7.2,0,26,0,0,Aisle
P295,F1813,Southwest,ATL,ORD,16/01/2025 23:56,129,On-time,1443,392.71,48,Male,Low,Family,Business,0,Platinum,Desk,5.6,8,56,0,0,Middle
P296,F888,Southwest,SEA,JFK,26/06/2023 7:22,187,Cancelled,1147,341.13,36,Female,Medium,Family,Economy,0,None,Online,5.9,1,37,0,0,Middle
P297,F371,Delta,LAX,LAX,19/05/2024 16:33,208,Delayed,1560,550.74,58,Male,Medium,Family,Economy,2,None,Desk,6.8,2,117,0,1,Aisle
P298,F1622,JetBlue,ORD,LAX,03/10/2024 15:31,203,Cancelled,1411,285.89,22,Male,Medium,Leisure,Economy,2,None,Mobile App,8,4,58,1,0,Aisle
P299,F1995,Southwest,SEA,DEN,08/06/2024 17:53,219,On-time,1378,420.03,48,Male,High,Emergency,Economy,0,None,Desk,5.9,0,43,0,1,Window
P300,F950,JetBlue,DEN,LAX,21/02/2025 23:28,171,On-time,1324,274.98,78,Female,Low,Leisure,Premium Economy,2,None,Mobile App,5.9,23,52,1,0,Aisle
P301,F409,JetBlue,DFW,ORD,21/03/2025 6:50,237,On-time,750,220.14,55,Male,Medium,Business,Economy,2,Gold,Mobile App,8.5,6,89,0,1,Aisle
P302,F1871,Southwest,DEN,ORD,24/01/2024 1:41,228,On-time,1291,366.03,33,Male,Medium,Business,Business,2,None,Mobile App,4.1,2,82,0,0,Aisle
P303,F1495,Southwest,ATL,ORD,25/11/2023 10:43,139,On-time,563,408.12,43,Male,Medium,Family,Economy,0,None,Desk,6.7,21,37,0,0,Aisle
P304,F1437,American Airlines,JFK,DEN,18/05/2023 3:05,185,On-time,1095,163.66,51,Male,Low,Emergency,First,1,Silver,Airport Kiosk,5.9,40,53,0,0,Middle
P305,F1238,United,ATL,JFK,25/10/2024 15:40,197,On-time,1482,298.91,60,Male,High,Emergency,Economy,2,None,Online,6.5,9,67,0,0,Window
P306,F1801,United,JFK,SEA,01/11/2023 6:39,125,On-time,1438,413.69,58,Female,Medium,Emergency,Economy,2,Gold,Mobile App,6,13,94,0,1,Aisle
P307,F1004,American Airlines,DFW,LAX,10/11/2023 21:43,181,On-time,1500,189.04,54,Male,Low,Leisure,Business,0,None,Airport Kiosk,7.9,2,62,0,0,Aisle
P308,F290,American Airlines,LAX,LAX,13/07/2023 23:07,189,On-time,680,386.37,40,Female,Medium,Business,Economy,3,Silver,Desk,7.6,4,81,0,1,Aisle
P309,F132,United,LAX,SEA,26/07/2024 10:01,155,On-time,1031,431.26,30,Female,Medium,Business,Economy,0,None,Mobile App,8.5,10,63,0,0,Aisle
P310,F401,Delta,SFO,LAX,10/09/2024 11:19,159,On-time,1226,422.83,30,Male,Medium,Family,Economy,0,None,Desk,5.6,27,59,0,0,Middle
P311,F1638,United,JFK,ORD,27/07/2023 7:01,151,On-time,1061,371.82,69,Female,Low,Leisure,Business,1,Silver,Desk,5.2,1,92,0,0,Aisle
P312,F889,American Airlines,DEN,LAX,16/09/2024 12:01,116,On-time,1624,305.94,38,Male,High,Business,Business,1,None,Desk,9.6,0,49,0,1,Middle
P313,F818,JetBlue,SEA,SFO,08/03/2024 18:04,149,On-time,1645,403.6,44,Male,Low,Leisure,Premium Economy,0,Silver,Online,5.9,3,32,0,1,Middle
P314,F549,JetBlue,JFK,ORD,01/08/2023 11:25,141,On-time,1140,522.67,79,Female,Low,Leisure,Economy,1,Platinum,Online,7.3,7,109,0,0,Window
P315,F1453,JetBlue,ATL,SFO,14/11/2023 8:18,108,On-time,1465,567.9,38,Female,Low,Family,Business,0,Gold,Online,8.7,11,41,0,0,Middle
P316,F1112,Delta,SFO,SFO,04/10/2024 12:59,247,On-time,1610,533.32,62,Female,High,Leisure,Economy,0,None,Airport Kiosk,7,0,72,0,1,Window
P317,F86,American Airlines,ORD,ORD,04/01/2025 23:02,158,On-time,1181,302.44,31,Male,Medium,Family,Economy,1,Platinum,Online,6,22,4,0,0,Window
