Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show
P403,F862,515.73,Emergency,Economy,2,Online,Window,16,0
P404,F1702,233.9,Emergency,Economy,2,Mobile App,Aisle,72,0
P405,F69,285.51,Leisure,Business,2,Desk,Window,27,0
P406,F1668,401.35,Emergency,First,1,Online,Window,98,0
P407,F1513,345.15,Leisure,Business,1,Desk,Aisle,114,0
P408,F1907,404.73,Emergency,Economy,2,Airport Kiosk,Window,110,0
P409,F1986,184.34,Leisure,Premium Economy,1,Desk,Window,48,0
P410,F1006,342.07,Business,Economy,2,Online,Window,10,0
P411,F893,372.16,Family,Economy,2,Airport Kiosk,Aisle,81,0
P412,F581,304.04,Leisure,Economy,3,Online,Aisle,80,0
P413,F337,464.17,Family,Economy,1,Online,Middle,65,0
P414,F1131,324.57,Family,Economy,3,Online,Middle,5,0
P415,F1263,389.9,Leisure,Business,2,Online,Middle,117,0
P416,F388,474.33,Business,Economy,0,Airport Kiosk,Middle,14,0
P417,F829,423.54,Business,Economy,3,Desk,Aisle,61,0
P418,F1151,281.51,Business,Premium Economy,1,Online,Window,20,0
P419,F287,333.12,Business,Economy,3,Airport Kiosk,Aisle,73,0
P420,F1702,373.05,Emergency,Economy,1,Airport Kiosk,Middle,79,0
P421,F1545,141.77,Family,Economy,1,Airport Kiosk,Aisle,91,1
P422,F35,402.34,Family,Economy,2,Airport Kiosk,Aisle,99,0
P423,F1889,228.7,Family,Economy,0,Desk,Aisle,102,0
P424,F466,398.97,Emergency,Economy,0,Airport Kiosk,Window,76,0
P425,F1279,368.18,Business,Premium Economy,0,Online,Aisle,20,0
P426,F250,452.34,Emergency,Economy,1,Mobile App,Window,115,0
P427,F1376,433.7,Leisure,Premium Economy,0,Airport Kiosk,Window,10,0
P428,F1346,274.78,Family,Economy,2,Online,Middle,1,0
P429,F732,456.16,Leisure,Economy,1,Online,Window,8,0
P430,F1177,213.48,Business,Economy,1,Mobile App,Aisle,8,0
P431,F69,127.8,Family,Economy,4,Online,Middle,78,0
P432,F1120,488.57,Family,Economy,2,Online,Aisle,89,0
P433,F729,524.15,Business,Economy,0,Desk,Aisle,2,0
P434,F944,453.74,Emergency,Economy,1,Airport Kiosk,Middle,114,0
P435,F157,263.15,Family,Premium Economy,1,Online,Aisle,117,0
P436,F338,186.34,Leisure,Economy,0,Online,Window,118,0
P437,F1378,484.73,Business,Economy,2,Online,Middle,11,0
P438,F1916,247.41,Emergency,Premium Economy,2,Airport Kiosk,Middle,93,0
P439,F711,196.04,Emergency,Premium Economy,0,Mobile App,Window,4,0
P440,F1523,312.18,Family,Economy,2,Mobile App,Window,60,0
P441,F589,381.53,Leisure,Economy,4,Desk,Window,17,0
P442,F1722,270.76,Business,Premium Economy,1,Desk,Window,18,0
P443,F774,376.1,Business,Economy,0,Online,Aisle,80,0
P444,F1335,304.83,Leisure,Business,4,Desk,Middle,39,0
P445,F1606,376.88,Business,Business,1,Desk,Aisle,118,0
P446,F251,523.35,Family,Economy,0,Online,Aisle,42,0
P447,F1628,221.27,Emergency,Premium Economy,1,Online,Aisle,33,0
P448,F1221,392.38,Business,Premium Economy,0,Desk,Aisle,71,0
P449,F746,235.96,Emergency,Economy,1,Desk,Aisle,53,0
P450,F408,473.54,Emergency,Economy,1,Online,Aisle,11,0
P451,F1545,297.54,Business,Economy,1,Mobile App,Aisle,74,0
P452,F653,287.44,Family,Economy,1,Desk,Window,10,0
P453,F664,415.16,Family,Economy,2,Airport Kiosk,Aisle,87,1
P454,F523,341.15,Family,Economy,1,Mobile App,Middle,56,0
P455,F1178,277.83,Emergency,Business,1,Desk,Middle,50,0
P456,F435,387.15,Business,Economy,1,Airport Kiosk,Window,36,0
P457,F1340,106.73,Leisure,Economy,0,Mobile App,Window,75,0
P458,F1688,497.17,Emergency,Economy,0,Airport Kiosk,Middle,40,0
P459,F1958,384.51,Family,Economy,1,Desk,Middle,59,0
P460,F532,415.97,Emergency,Economy,1,Airport Kiosk,Middle,28,0
P461,F1166,383.84,Business,Economy,2,Online,Aisle,6,0
P462,F256,380.8,Emergency,Economy,1,Mobile App,Middle,106,0
P463,F1612,281.53,Emergency,Economy,0,Mobile App,Aisle,37,0
P464,F1616,501.83,Emergency,Economy,0,Mobile App,Aisle,33,0
P465,F1240,422.7,Family,First,0,Desk,Window,63,0
P466,F1262,252.02,Family,Business,1,Airport Kiosk,Window,56,0
P467,F488,76.32,Business,Premium Economy,1,Online,Aisle,67,0
P468,F905,250.15,Emergency,Premium Economy,1,Mobile App,Aisle,91,0
P469,F1230,309.07,Business,Economy,1,Airport Kiosk,Middle,114,0
P470,F6,296.82,Business,Premium Economy,1,Mobile App,Middle,5,0
P471,F190,321.08,Business,Economy,3,Desk,Window,62,0
P472,F1229,523.24,Leisure,Economy,0,Airport Kiosk,Middle,46,0
P473,F1786,422.76,Leisure,Economy,2,Airport Kiosk,Window,76,0
P474,F1448,399.18,Family,First,1,Mobile App,Aisle,4,0
P475,F958,367.75,Leisure,Business,1,Desk,Window,118,0
P476,F1883,191.33,Business,Economy,2,Mobile App,Middle,15,0
P477,F354,359.16,Leisure,Premium Economy,2,Desk,Aisle,20,0
P478,F9,132.56,Business,Premium Economy,2,Desk,Aisle,67,0
P479,F1506,354.4,Leisure,First,0,Mobile App,Middle,91,0
P480,F519,353.94,Emergency,Economy,0,Airport Kiosk,Window,102,0
P481,F400,423.56,Emergency,Premium Economy,4,Online,Aisle,12,0
P482,F457,376.0,Family,Premium Economy,2,Desk,Aisle,50,0
P483,F1069,435.09,Emergency,Premium Economy,1,Airport Kiosk,Aisle,44,0
P484,F180,381.48,Emergency,Economy,1,Desk,Middle,72,0
P485,F102,364.98,Family,Premium Economy,0,Desk,Window,51,0
P486,F840,295.01,Leisure,Premium Economy,0,Mobile App,Aisle,70,0
P487,F70,461.36,Emergency,Economy,0,Airport Kiosk,Middle,37,1
P488,F1617,273.21,Leisure,Economy,0,Airport Kiosk,Middle,22,0
P489,F1877,408.87,Leisure,Economy,0,Airport Kiosk,Middle,43,0
P490,F685,395.41,Family,Business,0,Mobile App,Window,105,0
P491,F1146,308.08,Emergency,Business,2,Mobile App,Aisle,88,0
P492,F1242,174.8,Emergency,Premium Economy,3,Online,Window,40,0
P493,F1811,213.22,Emergency,Economy,0,Mobile App,Middle,77,0
P494,F1287,395.64,Family,Economy,3,Desk,Aisle,25,0
P495,F123,390.15,Leisure,Economy,0,Mobile App,Aisle,92,0
P496,F456,378.91,Family,Premium Economy,1,Desk,Window,97,0
P497,F936,440.06,Family,Economy,2,Online,Window,4,0
P498,F1617,322.67,Family,Economy,2,Mobile App,Middle,9,0
P499,F681,440.25,Family,Business,3,Airport Kiosk,Window,105,0
P500,F214,394.99,Emergency,Economy,0,Mobile App,Middle,35,0
P501,F1415,279.24,Business,Business,1,Desk,Aisle,99,0
P502,F296,292.24,Business,Economy,0,Online,Middle,97,0
P503,F772,382.23,Emergency,Economy,1,Airport Kiosk,Middle,84,0
P504,F600,529.49,Family,Premium Economy,0,Airport Kiosk,Middle,3,0
P505,F330,435.26,Family,Premium Economy,0,Online,Window,11,0
P506,F1053,319.25,Business,Economy,0,Desk,Aisle,106,0
P507,F723,193.97,Emergency,First,1,Airport Kiosk,Aisle,41,0
P508,F143,303.41,Family,Economy,1,Mobile App,Window,42,0
P509,F1567,239.54,Emergency,Economy,0,Online,Aisle,62,1
P510,F1265,497.01,Business,First,0,Online,Window,37,0
P511,F928,315.2,Family,Business,2,Airport Kiosk,Window,31,0
P512,F481,192.47,Family,Economy,1,Mobile App,Aisle,44,0
P513,F1491,332.59,Business,Economy,0,Desk,Window,63,0
P514,F1044,98.92,Family,Economy,1,Mobile App,Middle,74,0
P515,F1527,438.23,Family,Business,0,Mobile App,Middle,32,0
P516,F1226,290.28,Business,Premium Economy,1,Mobile App,Middle,39,0
P517,F1507,504.34,Family,Economy,4,Desk,Aisle,1,1
P518,F1442,435.07,Business,Economy,2,Desk,Window,46,0
P519,F284,391.04,Leisure,Economy,3,Mobile App,Aisle,16,0
P520,F1716,514.51,Business,Economy,0,Desk,Window,38,0
P521,F539,295.3,Business,Premium Economy,0,Desk,Window,36,0
P522,F1381,400.77,Business,Economy,0,Airport Kiosk,Middle,102,0
P523,F450,506.11,Emergency,Premium Economy,1,Airport Kiosk,Aisle,71,0
P524,F1441,470.01,Emergency,Premium Economy,0,Airport Kiosk,Middle,13,0
P525,F350,370.29,Family,Economy,2,Desk,Aisle,79,0
P526,F1573,239.82,Business,Economy,0,Desk,Middle,16,0
P527,F771,363.66,Business,Premium Economy,0,Online,Aisle,91,0
P528,F1028,526.64,Business,Premium Economy,1,Mobile App,Window,39,1
P529,F1153,288.24,Business,Economy,2,Online,Aisle,75,0
P530,F1876,192.45,Business,Premium Economy,1,Desk,Middle,114,0
P531,F622,485.65,Emergency,Premium Economy,1,Online,Middle,38,0
P532,F318,395.33,Emergency,Economy,0,Mobile App,Middle,107,0
P533,F1518,372.93,Business,Premium Economy,0,Online,Aisle,26,0
P534,F1099,337.48,Leisure,Economy,0,Mobile App,Middle,43,0
P535,F853,320.06,Leisure,Economy,1,Mobile App,Window,98,0
P536,F1621,329.16,Emergency,Premium Economy,1,Desk,Window,34,0
P537,F852,163.56,Leisure,Economy,0,Airport Kiosk,Aisle,43,0
P538,F795,342.1,Leisure,Business,2,Airport Kiosk,Aisle,53,0
P539,F538,601.03,Leisure,Economy,2,Mobile App,Window,5,0
P540,F1948,177.31,Family,Premium Economy,0,Mobile App,Aisle,101,0
P541,F1216,389.31,Leisure,Economy,1,Desk,Middle,67,0
P542,F656,126.59,Family,Economy,2,Desk,Window,17,0
P543,F1212,181.43,Business,Economy,1,Desk,Aisle,76,0
P544,F759,375.25,Leisure,Economy,0,Online,Aisle,70,0
P545,F834,395.13,Leisure,Premium Economy,1,Online,Window,50,0
P546,F95,341.44,Leisure,Economy,0,Online,Window,68,0
P547,F1156,378.32,Business,Premium Economy,1,Desk,Aisle,62,0
P548,F1183,264.92,Family,Economy,0,Desk,Middle,59,0
P549,F1219,394.03,Family,Economy,1,Mobile App,Window,106,0
P550,F1618,302.92,Family,Economy,2,Airport Kiosk,Aisle,0,0
P551,F89,230.58,Emergency,First,0,Online,Window,40,0
P552,F1314,114.81,Family,Economy,0,Desk,Middle,118,0
P553,F1965,270.91,Leisure,Economy,3,Online,Window,44,0
P554,F68,303.86,Family,Premium Economy,1,Desk,Middle,10,0
P555,F353,377.86,Leisure,Economy,2,Mobile App,Middle,17,0
P556,F1688,210.89,Business,Economy,0,Online,Middle,82,0
P557,F1424,385.63,Family,Economy,2,Online,Middle,51,0
P558,F461,335.55,Emergency,Economy,2,Desk,Window,65,0
P559,F161,144.84,Family,Business,1,Online,Window,93,0
P560,F1366,289.3,Emergency,Economy,2,Online,Aisle,47,0
P561,F1707,428.54,Family,Economy,1,Mobile App,Window,94,0
P562,F847,78.44,Family,Premium Economy,2,Airport Kiosk,Window,108,0
P563,F1683,425.09,Leisure,Economy,4,Desk,Middle,5,0
P564,F1272,415.78,Family,Premium Economy,1,Airport Kiosk,Aisle,79,0
P565,F1098,378.59,Business,First,0,Mobile App,Middle,28,0
P566,F1791,289.55,Emergency,Economy,0,Online,Aisle,46,0
P567,F632,471.43,Business,Economy,1,Desk,Aisle,118,0
P568,F331,315.87,Leisure,Economy,1,Desk,Middle,9,1
P569,F857,260.71,Business,Economy,0,Airport Kiosk,Aisle,117,0
P570,F1952,275.22,Business,Economy,2,Desk,Aisle,113,0
P571,F797,162.47,Emergency,Economy,0,Desk,Aisle,56,0
P572,F442,321.76,Family,Premium Economy,1,Desk,Aisle,110,0
P573,F844,345.78,Emergency,Premium Economy,0,Airport Kiosk,Middle,8,0
P574,F1412,171.99,Emergency,Economy,0,Airport Kiosk,Middle,82,0
P575,F523,228.11,Business,Economy,0,Desk,Window,80,0
P576,F1317,394.87,Business,Premium Economy,1,Online,Aisle,15,0
P577,F283,367.41,Business,Economy,1,Mobile App,Window,0,0
P578,F1062,265.24,Family,Premium Economy,2,Mobile App,Aisle,13,0
P579,F586,332.3,Emergency,Economy,1,Mobile App,Middle,61,1
P580,F1556,428.66,Leisure,Premium Economy,0,Online,Window,63,0
P581,F1786,410.84,Family,Economy,2,Airport Kiosk,Window,96,1
P582,F915,256.01,Emergency,Economy,0,Desk,Window,68,0
P583,F943,420.79,Business,Premium Economy,1,Airport Kiosk,Aisle,36,0
P584,F755,281.98,Family,Economy,1,Online,Middle,85,0
P585,F653,67.67,Family,Economy,0,Desk,Window,27,0
P586,F1777,414.9,Business,Business,1,Airport Kiosk,Aisle,54,0
P587,F1967,313.74,Emergency,Economy,0,Desk,Aisle,68,0
P588,F668,315.24,Business,Economy,0,Airport Kiosk,Aisle,117,0
P589,F29,302.72,Emergency,Economy,0,Online,Window,21,0
P590,F1560,356.85,Leisure,Premium Economy,1,Mobile App,Middle,114,0
P591,F408,282.19,Family,Economy,0,Airport Kiosk,Aisle,76,0
P592,F382,386.17,Business,Premium Economy,1,Online,Window,61,0
P593,F1299,356.7,Family,Economy,1,Mobile App,Middle,31,0
P594,F1929,273.63,Family,Premium Economy,1,Mobile App,Aisle,112,0
P595,F286,267.14,Family,Economy,0,Desk,Aisle,102,0
P596,F23,400.75,Leisure,First,0,Desk,Window,119,0
P597,F1941,332.5,Family,Economy,1,Desk,Window,71,0
P598,F94,484.3,Leisure,First,2,Mobile App,Window,55,0
P599,F1845,263.48,Emergency,Business,0,Airport Kiosk,Window,53,0
P600,F770,624.65,Leisure,Economy,1,Online,Window,43,0
P601,F570,412.87,Emergency,Business,0,Airport Kiosk,Aisle,49,0
P602,F413,290.39,Emergency,Economy,1,Online,Window,35,0
P603,F1809,396.83,Leisure,Economy,0,Mobile App,Window,41,0
P604,F1039,362.2,Leisure,Economy,1,Airport Kiosk,Middle,69,0
P605,F487,298.43,Emergency,Premium Economy,6,Desk,Window,116,0
P606,F1830,354.22,Business,Premium Economy,1,Mobile App,Aisle,116,0
P607,F1840,369.23,Family,First,0,Airport Kiosk,Aisle,55,0
P608,F1764,454.42,Leisure,Premium Economy,1,Desk,Window,10,0
P609,F44,458.68,Family,Economy,1,Online,Window,107,0
P610,F64,232.67,Business,Economy,0,Airport Kiosk,Middle,32,0
P611,F199,494.78,Leisure,Business,0,Online,Middle,92,0
P612,F946,318.39,Family,Premium Economy,3,Online,Window,11,0
P613,F192,365.0,Emergency,Business,0,Online,Aisle,119,0
P614,F1574,207.47,Family,Economy,1,Desk,Aisle,46,0
P615,F113,306.47,Family,Economy,0,Airport Kiosk,Aisle,57,0
P616,F1377,361.01,Business,Economy,2,Desk,Window,95,0
P617,F1239,394.62,Leisure,Premium Economy,1,Mobile App,Middle,24,0
P618,F1653,389.78,Business,Economy,1,Airport Kiosk,Aisle,8,1
P619,F716,233.38,Emergency,Economy,0,Online,Middle,14,0
P620,F1492,259.3,Leisure,Premium Economy,2,Mobile App,Window,88,0
P621,F55,353.83,Family,Business,0,Online,Aisle,24,0
P622,F942,309.47,Family,Premium Economy,0,Mobile App,Middle,81,0
P623,F975,463.33,Leisure,Premium Economy,0,Airport Kiosk,Window,70,0
P624,F1113,222.46,Family,Economy,2,Online,Middle,90,0
P625,F872,442.04,Emergency,Business,1,Desk,Window,104,0
P626,F1541,429.53,Leisure,Economy,1,Online,Aisle,71,0
P627,F277,341.03,Business,Economy,0,Desk,Aisle,64,0
P628,F1526,215.0,Emergency,Economy,2,Desk,Aisle,95,1
P629,F744,287.09,Family,Economy,1,Mobile App,Middle,41,0
P630,F770,184.3,Family,Economy,0,Online,Aisle,107,0
P631,F817,364.24,Family,Economy,0,Mobile App,Aisle,92,0
P632,F952,324.96,Family,Business,1,Mobile App,Window,82,0
P633,F1175,272.26,Leisure,Economy,1,Mobile App,Window,57,0
P634,F741,369.04,Leisure,Economy,0,Desk,Middle,87,0
P635,F1897,284.91,Family,Economy,0,Mobile App,Middle,77,0
P636,F1479,364.32,Family,Economy,0,Desk,Middle,52,0
P637,F400,414.54,Emergency,Business,0,Airport Kiosk,Aisle,72,0
P638,F1619,177.8,Business,Economy,2,Airport Kiosk,Aisle,72,0
P639,F276,270.76,Business,Economy,2,Airport Kiosk,Middle,111,0
P640,F1980,223.78,Leisure,Economy,0,Mobile App,Middle,115,0
P641,F550,420.25,Family,Economy,1,Online,Middle,28,0
P642,F342,416.75,Business,Premium Economy,1,Mobile App,Aisle,92,0
P643,F344,170.51,Business,Premium Economy,3,Desk,Window,0,0
P644,F165,345.52,Business,Premium Economy,2,Online,Middle,73,0
P645,F1875,167.0,Emergency,Premium Economy,0,Online,Aisle,5,0
P646,F101,379.98,Leisure,Economy,2,Desk,Aisle,53,0
P647,F684,500.13,Leisure,Business,0,Desk,Middle,22,0
P648,F1765,490.07,Family,Premium Economy,1,Online,Window,109,0
P649,F670,389.31,Emergency,Economy,1,Airport Kiosk,Window,64,0
P650,F27,256.58,Leisure,Economy,2,Airport Kiosk,Middle,110,1
P651,F933,394.74,Family,Economy,1,Online,Middle,89,0
P652,F192,391.63,Business,Economy,0,Airport Kiosk,Window,67,0
P653,F1601,389.2,Leisure,Premium Economy,1,Mobile App,Aisle,43,0
P654,F1121,461.86,Emergency,Economy,4,Desk,Window,24,0
P655,F528,401.01,Leisure,Economy,2,Online,Middle,9,0
P656,F868,293.89,Family,Economy,0,Mobile App,Middle,8,1
P657,F1209,291.3,Leisure,Economy,2,Mobile App,Middle,1,0
P658,F498,323.06,Leisure,Business,1,Mobile App,Middle,60,0
P659,F1872,520.13,Leisure,Economy,1,Airport Kiosk,Window,86,0
P660,F1744,309.02,Leisure,Business,0,Desk,Aisle,84,0
P661,F429,429.18,Leisure,Premium Economy,1,Airport Kiosk,Aisle,62,0
P662,F503,359.11,Business,Business,1,Online,Window,37,0
P663,F1156,307.41,Family,Economy,2,Airport Kiosk,Aisle,81,0
P664,F25,317.19,Emergency,Economy,1,Online,Middle,34,0
P665,F1781,370.61,Family,Business,1,Airport Kiosk,Window,24,0
P666,F685,183.46,Business,Economy,1,Mobile App,Aisle,59,0
P667,F901,247.69,Business,Premium Economy,0,Desk,Aisle,54,0
P668,F1553,398.14,Emergency,Economy,0,Airport Kiosk,Aisle,33,0
P669,F96,287.43,Emergency,Premium Economy,0,Online,Aisle,15,0
P670,F54,213.32,Business,Business,2,Desk,Aisle,109,0
P671,F282,401.93,Emergency,Economy,1,Airport Kiosk,Middle,35,0
P672,F1726,380.13,Leisure,Business,0,Mobile App,Middle,40,0
P673,F279,295.74,Family,Economy,2,Online,Window,104,0
P674,F1753,194.49,Family,Business,1,Desk,Window,84,0
P675,F623,410.18,Business,Economy,1,Mobile App,Window,98,0
P676,F904,124.76,Leisure,Premium Economy,1,Airport Kiosk,Aisle,90,0
P677,F1141,316.62,Family,Economy,0,Online,Window,7,0
P678,F1609,82.17,Leisure,Premium Economy,1,Online,Window,11,0
P679,F747,215.7,Business,Business,0,Desk,Window,111,0
P680,F1441,304.74,Emergency,Premium Economy,2,Desk,Aisle,9,0
P681,F453,389.52,Leisure,Economy,1,Mobile App,Middle,77,0
P682,F1576,397.83,Family,Economy,0,Online,Middle,42,0
P683,F1204,79.04,Business,Premium Economy,2,Mobile App,Aisle,83,0
P684,F1322,309.92,Emergency,Premium Economy,0,Desk,Aisle,20,0
P685,F453,354.19,Leisure,Business,1,Mobile App,Aisle,7,0
P686,F1167,299.71,Emergency,Economy,0,Airport Kiosk,Aisle,71,0
P687,F1961,417.43,Family,Premium Economy,2,Airport Kiosk,Aisle,16,0
P688,F432,435.33,Emergency,Economy,0,Desk,Middle,68,0
P689,F603,271.33,Emergency,Premium Economy,1,Online,Window,23,0
P690,F1506,452.65,Family,Economy,2,Airport Kiosk,Middle,21,0
P691,F1716,279.77,Leisure,Economy,1,Desk,Aisle,45,0
P692,F1279,222.95,Family,Business,0,Airport Kiosk,Middle,27,0
P693,F494,306.01,Business,Economy,1,Mobile App,Aisle,52,0
P694,F1234,336.38,Emergency,Economy,0,Airport Kiosk,Window,0,0
P695,F1602,316.78,Family,Business,1,Mobile App,Middle,57,0
P696,F1048,278.92,Emergency,Business,0,Desk,Window,36,0
P697,F723,411.06,Business,Economy,2,Online,Middle,21,0
P698,F265,352.33,Family,Economy,1,Online,Aisle,32,0
P699,F1965,338.62,Leisure,Economy,1,Online,Aisle,75,0
P700,F1823,408.89,Family,First,1,Mobile App,Aisle,108,0
P701,F1170,334.2,Emergency,Premium Economy,2,Desk,Aisle,70,0
P702,F324,264.94,Emergency,Premium Economy,0,Online,Aisle,78,0
P703,F1546,318.88,Leisure,Economy,0,Desk,Aisle,96,0
P704,F1809,473.12,Emergency,Economy,0,Mobile App,Middle,85,0
P705,F833,411.85,Family,Business,1,Airport Kiosk,Middle,105,0
P706,F803,598.19,Leisure,Premium Economy,0,Desk,Aisle,70,0
P707,F1758,286.45,Family,Economy,2,Airport Kiosk,Window,32,0
P708,F1289,242.78,Family,Economy,0,Online,Aisle,41,0
P709,F468,689.87,Leisure,Economy,0,Airport Kiosk,Window,46,0
P710,F615,409.97,Family,Premium Economy,1,Desk,Aisle,71,0
P711,F1118,241.15,Leisure,Business,0,Mobile App,Window,43,0
P712,F126,280.96,Family,Economy,0,Online,Aisle,7,0
P713,F1249,188.12,Emergency,Economy,1,Desk,Aisle,94,0
P714,F814,156.15,Family,Economy,1,Airport Kiosk,Middle,27,0
P715,F1441,409.31,Emergency,Premium Economy,1,Desk,Aisle,73,0
P716,F465,552.53,Emergency,Economy,2,Mobile App,Window,44,0
P717,F1850,139.81,Business,Economy,2,Mobile App,Aisle,31,0
P718,F1020,209.12,Emergency,Economy,2,Online,Middle,47,0
P719,F1582,64.87,Emergency,Economy,2,Mobile App,Aisle,111,0
P720,F418,165.66,Emergency,Economy,1,Desk,Aisle,71,0
P721,F936,458.68,Business,Economy,1,Online,Middle,46,0
P722,F822,354.07,Leisure,Economy,0,Airport Kiosk,Window,16,0
P723,F1933,320.96,Family,Premium Economy,1,Mobile App,Window,42,0
P724,F1805,202.48,Leisure,Economy,0,Airport Kiosk,Aisle,17,0
P725,F52,277.6,Family,Economy,2,Desk,Aisle,59,0
P726,F148,385.63,Business,Economy,1,Airport Kiosk,Window,26,0
P727,F1196,416.28,Emergency,Economy,1,Online,Aisle,103,0
P728,F1584,325.1,Leisure,Economy,2,Online,Aisle,28,0
P729,F1913,247.07,Emergency,Economy,0,Airport Kiosk,Window,31,0
P730,F420,354.48,Family,Economy,1,Airport Kiosk,Aisle,48,0
P731,F840,396.93,Emergency,First,0,Online,Aisle,16,0
P732,F166,97.13,Emergency,Premium Economy,2,Airport Kiosk,Window,87,0
P733,F723,406.13,Emergency,Economy,2,Desk,Middle,40,0
P734,F1440,447.12,Leisure,Premium Economy,2,Online,Middle,109,0
P735,F1032,300.94,Emergency,Economy,0,Mobile App,Middle,114,0
P736,F331,230.98,Business,Economy,1,Online,Aisle,20,0
P737,F412,374.39,Emergency,Economy,0,Mobile App,Window,85,0
P738,F1029,371.58,Leisure,Economy,2,Online,Middle,116,0
P739,F829,369.36,Family,Business,5,Desk,Window,59,0
P740,F1491,323.61,Leisure,Economy,1,Online,Aisle,26,0
P741,F203,413.22,Emergency,Economy,0,Desk,Aisle,20,0
P742,F1251,482.46,Leisure,Economy,2,Online,Window,17,0
P743,F1023,205.07,Family,Economy,0,Airport Kiosk,Aisle,37,0
P744,F352,320.6,Business,Economy,1,Airport Kiosk,Middle,30,0
P745,F357,407.0,Business,Economy,1,Online,Middle,116,0
P746,F1390,267.18,Family,Economy,0,Airport Kiosk,Aisle,18,0
P747,F255,223.16,Emergency,Economy,1,Desk,Aisle,28,0
P748,F797,290.44,Family,First,0,Desk,Aisle,83,0
P749,F1371,361.38,Business,Economy,1,Desk,Window,8,0
P750,F1940,349.54,Emergency,Economy,1,Mobile App,Window,51,0
P751,F869,422.9,Family,Economy,1,Mobile App,Window,0,0
P752,F1791,524.88,Family,Economy,1,Desk,Window,67,0
P753,F1227,409.5,Emergency,Premium Economy,0,Online,Aisle,61,0
P754,F1139,256.0,Family,Premium Economy,0,Online,Aisle,52,0
P755,F1242,509.9,Business,Business,0,Mobile App,Window,92,0
P756,F1027,448.56,Emergency,Economy,1,Desk,Middle,47,0
